ID;Ndex;Pok‚mon;Alternativo;Cadena;Etapa;Nivel;Tipo1;Tipo2;Habilidad_1;Habilidad_2;Habilidad_3;FUE;VIT;ENE;SAB;DES;CAR;PS_min;Total_min;Velocidad
266_1;#0266;Silcoon;;Wurmple;Evoluci¢n;Starter;Bicho;NA;Mudar;Mudar;Mudar;1;2;1;1;1;3;11;9;Lento
267_1;#0267;Beautifly;;Wurmple;Avanzada;Amateur;Bicho;Volador;Enjambre;Enjambre;Rivalidad;2;2;4;2;2;3;15;15;Normal
268_1;#0268;Cascoon;;Wurmple;Evoluci¢n;Starter;Bicho;NA;Mudar;Mudar;Mudar;1;2;1;1;1;3;11;9;Lento
269_1;#0269;Dustox;;Wurmple;Avanzada;Amateur;Bicho;Veneno;Polvoescudo;Polvoescudo;Ojocompuesto;2;2;2;3;2;3;15;14;Normal
270_1;#0270;Lotad;;Lotad;B sico;Starter;Agua;Planta;Curalluvia;Nadorapido;Ritmopropio;1;1;1;2;1;2;8;8;Lento
271_1;#0271;Lombre;;Lotad;Evoluci¢n;Begginer;Agua;Planta;Curalluvia;Nadorapido;Ritmopropio;2;2;2;2;2;3;13;13;Suave
272_1;#0272;Ludicolo;;Lotad;Avanzada;Amateur;Agua;Planta;Curalluvia;Nadorapido;Ritmopropio;2;2;3;4;2;3;15;16;Normal
273_1;#0273;Seedot;;Seedot;B sico;Starter;Planta;NA;Clorofila;Madrugar;Hurto;1;2;1;1;1;2;8;8;Lento
274_1;#0274;Nuzleaf;;Seedot;Evoluci¢n;Begginer;Planta;Siniestro;Clorofila;Madrugar;Hurto;2;1;2;1;2;3;13;11;Suave
275_1;#0275;Shiftry;;Seedot;Avanzada;Ace;Planta;Siniestro;Clorofila;Surcavientos;Hurto;4;2;3;2;3;3;17;17;Normal
276_1;#0276;Taillow;;Taillow;B sico;Begginer;Normal;Volador;Agallas;Agallas;Intrepido;2;1;1;1;3;2;10;10;Normal
277_1;#0277;Swellow;;Taillow;Avanzada;Ace;Normal;Volador;Agallas;Agallas;Intrepido;3;2;3;2;5;3;17;18;Rapido
278_1;#0278;Wingull;;Wingull;B sico;Begginer;Agua;Volador;Vistalince;Hidratacion;Curalluvia;1;1;2;1;3;2;10;10;Normal
279_1;#0279;Pelipper;;Wingull;Avanzada;Amateur;Agua;Volador;Vistalince;Llovizna;Curalluvia;2;4;3;2;2;3;15;16;Normal
280_1;#0280;Ralts;;Ralts;B sico;Starter;Psiquico;Hada;Calco;Sincronia;Telepatia;1;1;1;1;1;2;8;7;Suave
281_1;#0281;Kirlia;;Ralts;Evoluci¢n;Begginer;Psiquico;Hada;Calco;Sincronia;Telepatia;1;1;2;2;2;2;10;10;Suave
282_1;#0282;Gardevoir;;Ralts;Avanzada;Pro;Psiquico;Hada;Calco;Sincronia;Telepatia;2;2;5;4;3;3;19;19;Normal
282_2;#0282;Gardevoir;Mega-Gardevoir;Ralts;Mega;Legend;Psiquico;Hada;Pielfeerica;Pielfeerica;Pielfeerica;3;2;6;5;4;3;25;23;Fugaz
283_1;#0283;Surskit;;Surskit;B sico;Begginer;Bicho;Agua;Nadorapido;Nadorapido;Curalluvia;1;1;2;2;2;2;10;10;Normal
284_1;#0284;Masquerain;;Surskit;Avanzada;Ace;Bicho;Volador;Intimidacion;Intimidacion;Nerviosismo;2;2;4;3;3;3;17;17;Normal
285_1;#0285;Shroomish;;Shroomish;B sico;Begginer;Planta;NA;Efectoespora;Antidoto;Piesrapidos;1;2;1;2;1;3;13;10;Lento
286_1;#0286;Breloom;;Shroomish;Avanzada;Ace;Planta;Lucha;Efectoespora;Antidoto;Experto;5;3;2;2;2;3;17;17;Normal
287_1;#0287;Slakoth;;Slakoth;B sico;Begginer;Normal;NA;Pereza;Pereza;Pereza;2;2;1;1;1;3;13;10;Lento
288_1;#0288;Vigoroth;;Slakoth;Evoluci¢n;Amateur;Normal;NA;Espirituvital;Espirituvital;Espirituvital;3;3;2;2;3;3;15;16;Normal
289_1;#0289;Slaking;;Slakoth;Avanzada;Pro;Normal;NA;Pereza;Pereza;Pereza;6;4;3;2;4;5;25;24;Fugaz
290_1;#0290;Nincada;;Nincada;B sico;Starter;Bicho;Tierra;Ojocompuesto;Ojocompuesto;Fuga;1;3;1;1;1;2;8;9;Suave
291_1;#0291;Ninjask;;Nincada;Avanzada;Ace;Bicho;Volador;Impulso;Impulso;Allanamiento;3;1;2;2;6;3;17;17;Rapido
292_1;#0292;Shedinja;;Nincada;Avanzada;Amateur;Bicho;Fantasma;Superguarda;Superguarda;Superguarda;3;1;1;1;1;2;12;9;Suave
293_1;#0293;Whismur;;Whismur;B sico;Begginer;Normal;NA;Insonorizar;Insonorizar;Cobardia;2;1;2;1;1;3;13;10;Lento
294_1;#0294;Loudred;;Whismur;Evoluci¢n;Begginer;Normal;NA;Insonorizar;Insonorizar;Intrepido;2;1;2;1;1;3;13;10;Suave
295_1;#0295;Exploud;;Whismur;Avanzada;Amateur;Normal;NA;Insonorizar;Insonorizar;Intrepido;3;2;3;2;2;4;18;16;Normal
296_1;#0296;Makuhita;;Makuhita;B sico;Starter;Lucha;NA;Sebo;Agallas;Potenciabruta;2;1;1;1;1;3;11;9;Lento
297_1;#0297;Hariyama;;Makuhita;Avanzada;Amateur;Lucha;NA;Sebo;Agallas;Potenciabruta;4;2;1;2;2;4;18;15;Suave
298_1;#0298;Azurill;;Marill;Beb‚;Starter;Normal;Hada;Sebo;Potencia;Herbivoro;1;1;1;1;1;3;11;8;Lento
299_1;#0299;Nosepass;;Nosepass;B sico;Begginer;Roca;NA;Robustez;Iman;Poderarena;1;5;1;3;1;2;10;13;Lento
300_1;#0300;Skitty;;Skitty;B sico;Starter;Normal;NA;Granencanto;Normalidad;Pielmilagro;1;1;1;1;2;3;11;9;Suave
301_1;#0301;Delcatty;;Skitty;Avanzada;Amateur;Normal;NA;Granencanto;Normalidad;Pielmilagro;2;2;2;2;3;3;15;14;Normal
302_1;#0302;Sableye;;Sableye;B sico;Amateur;Siniestro;Fantasma;Vistalince;Rezagado;Bromista;3;3;2;2;2;3;15;15;Suave
302_2;#0302;Sableye;Mega-Sableye;Sableye;Mega;Legend;Siniestro;Fantasma;Espejomagico;Espejomagico;Espejomagico;3;5;3;4;1;3;25;19;Lento
303_1;#0303;Mawile;;Mawile;B sico;Amateur;Acero;Hada;Cortefuerte;Intimidacion;Potenciabruta;3;3;2;2;2;3;15;15;Suave
303_2;#0303;Mawile;Mega-Mawile;Mawile;Mega;Legend;Acero;Hada;Potencia;Potencia;Potencia;4;5;2;3;2;3;25;19;Suave
304_1;#0304;Aron;;Aron;B sico;Begginer;Acero;Roca;Robustez;Cabezaroca;Metalpesado;2;4;1;1;1;3;13;12;Lento
305_1;#0305;Lairon;;Aron;Evoluci¢n;Amateur;Acero;Roca;Robustez;Cabezaroca;Metalpesado;3;5;2;2;1;3;15;16;Suave
306_1;#0306;Aggron;;Aron;Avanzada;Pro;Acero;Roca;Robustez;Cabezaroca;Metalpesado;4;7;2;2;2;3;19;20;Suave
306_2;#0306;Aggron;Mega-Aggron;Aron;Mega;Legend;Acero;NA;Filtro;Filtro;Filtro;5;9;2;3;2;3;25;24;Suave
307_1;#0307;Meditite;;Meditite;B sico;Begginer;Lucha;Psiquico;Energiapura;Energiapura;Telepatia;1;2;1;2;2;2;10;10;Suave
308_1;#0308;Medicham;;Meditite;Avanzada;Amateur;Lucha;Psiquico;Energiapura;Energiapura;Telepatia;2;3;2;3;3;3;15;16;Normal
308_2;#0308;Medicham;Mega-Medicham;Meditite;Mega;Legend;Lucha;Psiquico;Energiapura;Energiapura;Energiapura;4;3;3;3;4;3;25;20;Rapido
309_1;#0309;Electrike;;Electrike;B sico;Starter;Electrico;NA;Electricidadestatica;Pararrayos;Menos;1;1;2;1;2;2;8;9;Normal
310_1;#0310;Manectric;;Electrike;Avanzada;Ace;Electrico;NA;Electricidadestatica;Pararrayos;Menos;3;2;4;2;4;3;17;18;Rapido
310_2;#0310;Manectric;Mega-Manectric;Electrike;Mega;Legend;Electrico;NA;Intimidacion;Intimidacion;Intimidacion;3;3;5;3;5;3;25;22;Rapido
311_1;#0311;Plusle;;Plusle;Inicial;Amateur;Electrico;NA;Mas;Mas;Pararrayos;2;1;3;3;3;3;15;15;Normal
312_1;#0312;Minun;;Minun;Inicial;Amateur;Electrico;NA;Menos;Menos;Absorbeelectricidad;1;2;3;3;3;3;15;15;Normal
313_1;#0313;Volbeat;;Volbeat;Inicial;Amateur;Bicho;NA;Iluminacion;Enjambre;Bromista;2;3;1;3;3;3;15;15;Normal
314_1;#0314;Illumise;;Illumise;Inicial;Amateur;Bicho;NA;Despiste;Cromolente;Bromista;1;3;2;3;3;3;15;15;Normal
315_1;#0315;Roselia;;Roselia;B sico;Amateur;Planta;Veneno;Curanatural;Puntotoxico;Defensahoja;2;1;4;3;2;3;15;15;Normal
316_1;#0316;Gulpin;;Gulpin;B sico;Begginer;Veneno;NA;Viscosecrecion;Viscosidad;Gula;1;2;1;2;1;3;13;10;Suave
317_1;#0317;Swalot;;Gulpin;Evoluci¢n;Amateur;Veneno;NA;Viscosecrecion;Viscosidad;Gula;2;3;2;3;2;4;18;16;Suave
318_1;#0318;Carvanha;;Carvanha;B sico;Begginer;Agua;Siniestro;Pieltosca;Pieltosca;Impulso;3;1;2;1;2;2;10;11;Normal
319_1;#0319;Sharpedo;;Carvanha;Evoluci¢n;Amateur;Agua;Siniestro;Pieltosca;Pieltosca;Impulso;4;1;3;1;3;3;15;15;Normal
319_2;#0319;Sharpedo;Mega-Sharpedo;Carvanha;Mega;Legend;Agua;Siniestro;Mandibulafuerte;Mandibulafuerte;Mandibulafuerte;5;2;4;2;4;3;25;20;Rapido
320_1;#0320;Wailmer;;Wailmer;B sico;Begginer;Agua;NA;Veloagua;Despiste;Presion;2;1;2;1;2;4;16;12;Suave
321_1;#0321;Wailord;;Wailmer;Evoluci¢n;Amateur;Agua;NA;Veloagua;Despiste;Presion;3;1;3;1;2;5;21;15;Suave
322_1;#0322;Numel;;Numel;B sico;Begginer;Fuego;Tierra;Despiste;Simple;Ritmopropio;2;1;2;1;1;3;13;10;Lento
323_1;#0323;Camerupt;;Numel;Evoluci¢n;Ace;Fuego;Tierra;Escudomagma;Rocasolida;Irascible;4;2;4;3;1;3;17;17;Suave
323_2;#0323;Camerupt;Mega-Camerupt;Numel;Mega;Legend;Fuego;Tierra;Potenciabruta;Potenciabruta;Potenciabruta;4;4;5;4;1;3;25;21;Lento
324_1;#0324;Torkoal;;Torkoal;Inicial;Ace;Fuego;NA;Humoblanco;Sequia;Caparazon;3;5;3;2;1;3;17;17;Lento
325_1;#0325;Spoink;;Spoink;B sico;Begginer;Psiquico;NA;Sebo;Ritmopropio;Gula;1;1;2;3;2;3;13;12;Suave
326_1;#0326;Grumpig;;Spoink;Evoluci¢n;Amateur;Psiquico;NA;Sebo;Ritmopropio;Gula;1;2;3;4;3;3;15;16;Normal
327_1;#0327;Spinda;;Spinda;Inicial;Begginer;Normal;NA;Ritmopropio;Tumbos;Respondon;2;2;2;2;2;3;13;13;Suave
328_1;#0328;Trapinch;;Trapinch;B sico;Begginer;Tierra;NA;Cortefuerte;Trampaarena;Potenciabruta;4;1;1;1;1;2;10;10;Lento
329_1;#0329;Vibrava;;Trapinch;Evoluci¢n;Begginer;Tierra;Dragon;Levitacion;Levitacion;Levitacion;2;2;2;2;2;3;13;13;Normal
330_1;#0330;Flygon;;Trapinch;Avanzada;Pro;Tierra;Dragon;Levitacion;Levitacion;Levitacion;4;3;3;3;4;3;19;20;Rapido
331_1;#0331;Cacnea;;Cacnea;B sico;Begginer;Planta;NA;Veloarena;Veloarena;Absorbeagua;3;1;3;1;1;3;13;12;Lento
332_1;#0332;Cacturne;;Cacnea;Evoluci¢n;Ace;Planta;Siniestro;Veloarena;Veloarena;Absorbeagua;4;2;4;2;2;3;17;17;Suave
333_1;#0333;Swablu;;Swablu;B sico;Begginer;Normal;Volador;Curanatural;Curanatural;Aclimatacion;1;2;1;3;2;2;10;11;Suave
334_1;#0334;Altaria;;Swablu;Evoluci¢n;Ace;Dragon;Volador;Curanatural;Curanatural;Aclimatacion;2;3;2;4;3;3;17;17;Normal
334_2;#0334;Altaria;Mega-Altaria;Swablu;Mega;Legend;Dragon;Hada;Pielfeerica;Pielfeerica;Pielfeerica;4;4;4;4;3;3;25;22;Normal
335_1;#0335;Zangoose;;Zangoose;Inicial;Amateur;Normal;NA;Inmunidad;Inmunidad;impetutoxico;4;2;2;2;3;3;15;16;Normal
336_1;#0336;Seviper;;Seviper;Inicial;Ace;Veneno;NA;Mudar;Mudar;Allanamiento;4;2;4;2;2;3;17;17;Normal
337_1;#0337;Lunatone;;Lunatone;Inicial;Amateur;Roca;Psiquico;Levitacion;Levitacion;Levitacion;2;2;3;3;2;3;15;15;Normal
338_1;#0338;Solrock;;Solrock;Inicial;Amateur;Roca;Psiquico;Levitacion;Levitacion;Levitacion;3;3;2;2;2;3;15;15;Normal
339_1;#0339;Barboach;;Barboach;B sico;Starter;Agua;Tierra;Despiste;Anticipacion;Hidratacion;1;1;1;1;2;3;11;9;Suave
340_1;#0340;Whiscash;;Barboach;Evoluci¢n;Amateur;Agua;Tierra;Despiste;Anticipacion;Hidratacion;3;2;3;2;2;4;18;16;Suave
341_1;#0341;Corphish;;Corphish;B sico;Begginer;Agua;NA;Cortefuerte;Caparazon;Adaptable;3;2;2;1;1;2;10;11;Lento
342_1;#0342;Crawdaunt;;Corphish;Evoluci¢n;Ace;Agua;Siniestro;Cortefuerte;Caparazon;Adaptable;4;3;3;2;2;3;17;17;Suave
343_1;#0343;Baltoy;;Baltoy;B sico;Begginer;Tierra;Psiquico;Levitacion;Levitacion;Levitacion;1;2;1;2;2;2;10;10;Suave
344_1;#0344;Claydol;;Baltoy;Evoluci¢n;Ace;Tierra;Psiquico;Levitacion;Levitacion;Levitacion;2;4;2;4;3;3;17;18;Normal
345_1;#0345;Lileep;;Lileep;B sico;Begginer;Roca;Planta;Ventosas;Ventosas;Colector;1;3;2;3;1;3;13;13;Lento
346_1;#0346;Cradily;;Lileep;Evoluci¢n;Ace;Roca;Planta;Ventosas;Ventosas;Colector;3;3;3;4;1;3;17;17;Suave
347_1;#0347;Anorith;;Anorith;B sico;Begginer;Roca;Bicho;Armadurabatalla;Armadurabatalla;Nadorapido;3;2;1;2;3;2;10;13;Normal
348_1;#0348;Armaldo;;Anorith;Evoluci¢n;Ace;Roca;Bicho;Armadurabatalla;Armadurabatalla;Nadorapido;5;4;2;3;1;3;17;18;Suave
349_1;#0349;Feebas;;Feebas;B sico;Begginer;Agua;NA;Nadorapido;Despiste;Adaptable;1;1;1;2;3;2;10;10;Normal
350_1;#0350;Milotic;;Feebas;Evoluci¢n;Pro;Agua;NA;Escamaespecial;Tenacidad;Granencanto;2;3;4;5;3;3;19;20;Normal
351_1;#0351;Castform;Forma de Castform;Castform;Inicial;Begginer;Normal;NA;Prediccion;Prediccion;Prediccion;2;2;2;2;2;3;13;13;Normal
351_2;#0351;Castform;Forma Sol;Castform;Inicial;Begginer;Fuego;NA;Prediccion;Prediccion;Prediccion;2;2;2;2;2;3;13;13;Normal
351_3;#0351;Castform;Forma Lluvia;Castform;Inicial;Begginer;Agua;NA;Prediccion;Prediccion;Prediccion;2;2;2;2;2;3;13;13;Normal
351_4;#0351;Castform;Forma Nieve;Castform;Inicial;Begginer;Hielo;NA;Prediccion;Prediccion;Prediccion;2;2;2;2;2;3;13;13;Normal
352_1;#0352;Kecleon;;Kecleon;Inicial;Amateur;Normal;NA;Cambiocolor;Cambiocolor;Mutatipo;3;2;2;4;1;3;15;15;Suave
353_1;#0353;Shuppet;;Shuppet;B sico;Begginer;Fantasma;NA;Insomnio;Cacheo;Cuerpomaldito;3;1;2;1;1;2;10;10;Suave
354_1;#0354;Banette;;Shuppet;Evoluci¢n;Amateur;Fantasma;NA;Insomnio;Cacheo;Cuerpomaldito;4;2;3;2;2;3;15;16;Normal
354_2;#0354;Banette;Mega-Banette;Shuppet;Mega;Legend;Fantasma;NA;Bromista;Bromista;Bromista;6;3;3;3;3;3;25;21;Normal
355_1;#0355;Duskull;;Duskull;B sico;Begginer;Fantasma;NA;Levitacion;Levitacion;Cacheo;1;3;1;3;1;2;10;11;Lento
356_1;#0356;Dusclops;;Duskull;Evoluci¢n;Ace;Fantasma;NA;Presion;Presion;Cacheo;2;5;2;5;1;2;14;17;Lento
357_1;#0357;Tropius;;Tropius;Inicial;Amateur;Planta;Volador;Clorofila;Podersolar;Cosecha;2;3;2;3;2;3;15;15;Suave
358_1;#0358;Chimecho;;Chimecho;Inicial;Amateur;Psiquico;NA;Levitacion;Levitacion;Levitacion;2;3;3;3;2;3;15;16;Normal
359_1;#0359;Absol;;Absol;Inicial;Ace;Siniestro;NA;Presion;Afortunado;Justiciero;5;2;3;2;3;3;17;18;Normal
359_2;#0359;Absol;Mega-Absol;Absol;Mega;Legend;Siniestro;NA;Espejomagico;Espejomagico;Espejomagico;6;2;4;2;4;3;25;21;Rapido
360_1;#0360;Wynaut;;Wynaut;Beb‚;Starter;Psiquico;NA;Sombratrampa;Sombratrampa;Telepatia;1;1;1;1;1;3;11;8;Lento
361_1;#0361;Snorunt;;Snorunt;B sico;Begginer;Hielo;NA;Fuerzamental;Gelido;Veleta;2;2;2;2;2;3;13;13;Suave
362_1;#0362;Glalie;;Snorunt;Evoluci¢n;Ace;Hielo;NA;Fuerzamental;Gelido;Veleta;3;3;3;3;3;3;17;18;Normal
362_2;#0362;Glalie;Mega-Glalie;Snorunt;Mega;Legend;Hielo;NA;Pielhelada;Pielhelada;Pielhelada;4;3;4;3;4;3;25;21;Rapido
363_1;#0363;Spheal;;Spheal;B sico;Begginer;Hielo;Agua;Sebo;Gelido;Despiste;1;2;2;2;1;3;13;11;Lento
364_1;#0364;Sealeo;;Spheal;Evoluci¢n;Begginer;Hielo;Agua;Sebo;Gelido;Despiste;2;2;3;2;1;3;13;13;Suave
365_1;#0365;Walrein;;Spheal;Avanzada;Ace;Hielo;Agua;Sebo;Gelido;Despiste;3;3;3;3;2;4;20;18;Normal
366_1;#0366;Clamperl;;Clamperl;B sico;Begginer;Agua;NA;Caparazon;Caparazon;Cobardia;2;3;2;2;1;2;10;12;Lento
367_1;#0367;Huntail;;Clamperl;Evoluci¢n;Pro;Agua;NA;Nadorapido;Nadorapido;Veloagua;4;4;3;3;2;3;19;19;Suave
368_1;#0368;Gorebyss;;Clamperl;Evoluci¢n;Pro;Agua;NA;Nadorapido;Nadorapido;Hidratacion;3;4;4;3;2;3;19;19;Suave
369_1;#0369;Relicanth;;Relicanth;Inicial;Ace;Agua;Roca;Nadorapido;Cabezaroca;Robustez;3;5;1;2;2;4;20;17;Suave
370_1;#0370;Luvdisc;;Luvdisc;Inicial;Begginer;Agua;NA;Nadorapido;Nadorapido;Hidratacion;1;2;1;2;3;2;10;11;Normal
371_1;#0371;Bagon;;Bagon;B sico;Begginer;Dragon;NA;Cabezaroca;Cabezaroca;Potenciabruta;3;2;1;1;2;2;10;11;Suave
372_1;#0372;Shelgon;;Bagon;Evoluci¢n;Amateur;Dragon;NA;Cabezaroca;Cabezaroca;Funda;3;4;2;2;2;3;15;16;Suave
373_1;#0373;Salamence;;Bagon;Avanzada;Pro;Dragon;Volador;Intimidacion;Intimidacion;Autoestima;5;3;4;3;4;3;19;22;Fugaz
373_2;#0373;Salamence;Mega-Salamence;Bagon;Mega;Legend;Dragon;Volador;Pielceleste;Pielceleste;Pielceleste;5;5;4;3;4;3;25;24;Fugaz
374_1;#0374;Beldum;;Beldum;B sico;Begginer;Acero;Psiquico;Cuerpopuro;Cuerpopuro;Metalliviano;2;3;1;2;1;2;10;11;Lento
375_1;#0375;Metang;;Beldum;Evoluci¢n;Ace;Acero;Psiquico;Cuerpopuro;Cuerpopuro;Metalliviano;3;4;2;3;2;3;17;17;Suave
376_1;#0376;Metagross;;Beldum;Avanzada;Pro;Acero;Psiquico;Cuerpopuro;Cuerpopuro;Metalliviano;5;5;3;3;2;3;19;21;Normal
376_2;#0376;Metagross;Mega-Metagross;Beldum;Mega;Legend;Acero;Psiquico;Garradura;Garradura;Garradura;5;6;4;4;4;3;25;26;Fugaz
377_1;#0377;Regirock;;Regirock;Legendario;Legend;Roca;NA;Cuerpopuro;Cuerpopuro;Robustez;4;8;2;4;2;3;25;23;Suave
378_1;#0378;Regice;;Regice;Legendario;Legend;Hielo;NA;Cuerpopuro;Cuerpopuro;Gelido;2;4;4;8;2;3;25;23;Suave
379_1;#0379;Registeel;;Registeel;Legendario;Legend;Acero;NA;Cuerpopuro;Cuerpopuro;Metalliviano;3;6;3;6;2;3;25;23;Suave
380_1;#0380;Latias;;Latias;Legendario;Legend;Dragon;Psiquico;Levitacion;Levitacion;Levitacion;3;3;4;5;4;3;25;22;Fugaz
380_2;#0380;Latias;Mega-Latias;Latias;Mega;Legend;Dragon;Psiquico;Levitacion;Levitacion;Levitacion;4;4;5;6;4;3;25;26;Fugaz
381_1;#0381;Latios;;Latios;Legendario;Legend;Dragon;Psiquico;Levitacion;Levitacion;Levitacion;3;3;5;4;4;3;25;22;Fugaz
381_2;#0381;Latios;Mega-Latios;Latios;Mega;Legend;Dragon;Psiquico;Levitacion;Levitacion;Levitacion;5;4;6;4;4;3;25;26;Fugaz
382_1;#0382;Kyogre;;Kyogre;Legendario;Legend;Agua;NA;Llovizna;Llovizna;Llovizna;4;3;6;5;3;4;28;25;Normal
382_2;#0382;Kyogre;Regresion Primigenia;Kyogre;Legendario;Legend;Agua;NA;Mardelalbor;Mardelalbor;Mardelalbor;6;3;7;6;3;4;28;29;Normal
383_1;#0383;Groudon;;Groudon;Legendario;Legend;Tierra;NA;Sequia;Sequia;Sequia;6;5;4;3;3;4;28;25;Normal
383_2;#0383;Groudon;Regresion Primigenia;Groudon;Legendario;Legend;Tierra;Fuego;Tierradelocaso;Tierradelocaso;Tierradelocaso;7;6;6;3;3;4;28;29;Normal
384_1;#0384;Rayquaza;;Rayquaza;Legendario;Legend;Dragon;Volador;Esclusadeaire;Esclusadeaire;Esclusadeaire;6;3;6;3;3;4;28;25;Normal
384_2;#0384;Rayquaza;Mega-Rayquaza;Rayquaza;Mega;Legend;Dragon;Volador;Rafagadelta;Rafagadelta;Rafagadelta;7;4;7;4;4;4;28;30;Fugaz
385_1;#0385;Jirachi;;Jirachi;Legendario;Legend;Acero;Psiquico;Dicha;Dicha;Dicha;4;4;4;4;4;4;28;24;Fugaz
386_3;#0386;Deoxys;Forma Defensa;Deoxys;Legendario;Legend;Psiquico;NA;Presion;Presion;Presion;2;6;2;6;3;3;25;22;Normal
386_4;#0386;Deoxys;Forma Velocidad;Deoxys;Legendario;Legend;Psiquico;NA;Presion;Presion;Presion;3;3;3;3;7;3;25;22;Rapido
386_1;#0386;Deoxys;Forma Normal;Deoxys;Legendario;Legend;Psiquico;NA;Presion;Presion;Presion;6;2;6;2;6;3;25;25;Fugaz
386_2;#0386;Deoxys;Forma Ataque;Deoxys;Legendario;Legend;Psiquico;NA;Presion;Presion;Presion;7;1;7;1;6;3;25;25;Fugaz
387_1;#0387;Turtwig;;Turtwig;B sico;Begginer;Planta;NA;Espesura;Espesura;Caparazon;2;2;1;2;1;3;13;11;Lento
388_1;#0388;Grotle;;Turtwig;Evoluci¢n;Amateur;Planta;NA;Espesura;Espesura;Caparazon;3;3;2;2;1;3;15;14;Lento
389_1;#0389;Torterra;;Turtwig;Avanzada;Pro;Planta;Tierra;Espesura;Espesura;Caparazon;4;4;3;3;2;3;19;19;Suave
390_1;#0390;Chimchar;;Chimchar;B sico;Begginer;Fuego;NA;Marllamas;Marllamas;Pu¤oferreo;2;1;2;1;2;2;10;10;Suave
391_1;#0391;Monferno;;Chimchar;Evoluci¢n;Amateur;Fuego;Lucha;Marllamas;Marllamas;Pu¤oferreo;3;2;3;2;3;3;15;16;Normal
392_1;#0392;Infernape;;Chimchar;Avanzada;Pro;Fuego;Lucha;Marllamas;Marllamas;Pu¤oferreo;4;2;4;2;4;3;19;19;Rapido
393_1;#0393;Piplup;;Piplup;B sico;Begginer;Agua;NA;Torrente;Torrente;Tenacidad;2;2;2;2;1;3;13;12;Suave
394_1;#0394;Prinplup;;Piplup;Evoluci¢n;Amateur;Agua;NA;Torrente;Torrente;Tenacidad;2;2;3;3;2;3;15;15;Suave
395_1;#0395;Empoleon;;Piplup;Avanzada;Pro;Agua;Acero;Torrente;Torrente;Tenacidad;3;3;4;4;2;3;19;19;Suave
396_1;#0396;Starly;;Starly;B sico;Starter;Normal;Volador;Vistalince;Vistalince;Audaz;2;1;1;1;2;2;8;9;Suave
397_1;#0397;Staravia;;Starly;Evoluci¢n;Begginer;Normal;Volador;Intimidacion;Intimidacion;Audaz;3;2;1;1;3;3;13;13;Normal
398_1;#0398;Staraptor;;Starly;Avanzada;Ace;Normal;Volador;Intimidacion;Intimidacion;Audaz;4;2;2;2;4;3;17;17;Rapido
399_1;#0399;Bidoof;;Bidoof;Inicial;Starter;Normal;NA;Simple;Ignorante;Veleta;1;1;1;1;1;3;11;8;Lento
400_1;#0400;Bibarel;;Bidoof;Evoluci¢n;Amateur;Normal;Agua;Simple;Ignorante;Veleta;3;2;2;2;2;3;15;14;Normal
401_1;#0401;Kricketot;;Kricketot;B sico;Starter;Bicho;NA;Mudar;Mudar;Fuga;1;1;1;1;1;2;8;7;Lento
402_1;#0402;Kricketune;;Kricketot;Evoluci¢n;Amateur;Bicho;NA;Enjambre;Enjambre;Experto;3;2;2;2;2;3;15;14;Normal
403_1;#0403;Shinx;;Shinx;B sico;Starter;Electrico;NA;Rivalidad;Intimidacion;Agallas;2;1;1;1;1;2;8;8;Suave
404_1;#0404;Luxio;;Shinx;Evoluci¢n;Begginer;Electrico;NA;Rivalidad;Intimidacion;Agallas;3;1;2;1;2;3;13;12;Suave
405_1;#0405;Luxray;;Shinx;Avanzada;Ace;Electrico;NA;Rivalidad;Intimidacion;Agallas;4;3;3;3;2;3;17;18;Normal
406_1;#0406;Budew;;Budew;Beb‚;Begginer;Planta;Veneno;Curanatural;Puntotoxico;Defensahoja;1;1;2;2;2;2;10;10;Suave
407_1;#0407;Roserade;;Budew;Avanzada;Pro;Planta;Veneno;Curanatural;Puntotoxico;Experto;2;2;5;4;3;3;19;19;Normal
408_1;#0408;Cranidos;;Cranidos;B sico;Begginer;Roca;NA;Rompemoldes;Rompemoldes;Potenciabruta;5;1;1;1;2;3;13;13;Suave
409_1;#0409;Rampardos;;Cranidos;Evoluci¢n;Ace;Roca;NA;Rompemoldes;Rompemoldes;Potenciabruta;6;2;2;2;2;3;17;17;Suave
410_1;#0410;Shieldon;;Shieldon;B sico;Begginer;Roca;Acero;Robustez;Robustez;Insonorizar;1;4;1;3;1;2;10;12;Lento
411_1;#0411;Bastiodon;;Shieldon;Evoluci¢n;Ace;Roca;Acero;Robustez;Robustez;Insonorizar;2;6;1;5;1;3;17;18;Lento
412_1;#0412;Burmy;Tronco Planta;Burmy;B sico;Starter;Bicho;NA;Mudar;Mudar;Funda;1;1;1;1;1;2;8;7;Lento
413_3;#0413;Wormadam;Tronco Basura;Burmy;Evoluci¢n;Amateur;Bicho;Acero;Anticipacion;Anticipacion;Funda;2;3;2;3;1;3;15;14;Lento
413_1;#0413;Wormadam;Tronco Planta;Burmy;Evoluci¢n;Amateur;Bicho;Planta;Anticipacion;Anticipacion;Funda;2;3;3;4;1;3;15;16;Lento
413_2;#0413;Wormadam;Tronco Arena;Burmy;Evoluci¢n;Amateur;Bicho;Tierra;Anticipacion;Anticipacion;Funda;3;4;2;3;1;3;15;16;Lento
