ID;Movimiento;Tipo;DMG;CD;Tiempo;Atributo;Habilidad;Acc;Efecto;Efecto RPG;Base;Blanco;Prioridad;Distancia;Categoria;Nivel;Name;Comando;Moves
ID_418;Pu§o Bala;Acero;DB + 1d4 + 1;0 Rondas;Reaccion;Destreza;Acrobacias;+1;Golpea primero.;Sin Efecto;Fisico;Elegido;2;Contacto (5ft);Pu§o;Begginer;Pu§o Bala (R);"/me Pu§o Bala
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Acrobacias} +@{Precision} +1]]
Tipo: Acero ; Da§o:
[[@{Fuerza} + 1d4 + 1]]
CoolDown: 0 Rondas ; Tiempo: Reaccion
Prioridad: 2
Efecto: Sin Efecto
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Pu§o";Bullet Punch
ID_420;Esquirla Helada;Hielo;DB + 1d4 + 1;0 Rondas;Reaccion;Destreza;Lanzar;+1;Golpea primero.;Sin Efecto;Fisico;Elegido;2;Lanzar (25 ft);-;Begginer;Esquirla Helada (R);"/me Esquirla Helada
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Lanzar} +@{Precision} +1]]
Tipo: Hielo ; Da§o:
[[@{Fuerza} + 1d4 + 1]]
CoolDown: 0 Rondas ; Tiempo: Reaccion
Prioridad: 2
Efecto: Sin Efecto
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: -";Ice Shard
ID_421;Garra Umbria;Fantasma;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;+1;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;Fisico;Elegido;0;Contacto (5ft);Preciso;Ace;Garra Umbria (2A);"/me Garra Umbria
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Fantasma ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce valor critico en 1
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Preciso";Shadow Claw
ID_422;Colmillo Rayo;Electrico;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Combatir;+0;10% de paralizar al rival y 10% de hacer retroceder al rival. Ambos efectos son independientes y pueden ocurrir a la vez.;"CD 18 de Paralizar al rival y otro para causar Retroceso
/r [[1d20]] + [[1d20]]";Fisico;Elegido;0;Contacto (5ft);"Mordisco; Paralisis; Retroceso";Begginer;Colmillo Rayo (2A);"/me Colmillo Rayo
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +0]]
Tipo: Electrico ; Da§o:
[[@{Fuerza} + 1d6 + 1]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 18 de Paralizar al rival y otro para causar Retroceso
/r [[1d20]] + [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Mordisco; Paralisis; Retroceso";Thunder Fang
ID_423;Colmillo Hielo;Hielo;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Combatir;+0;10% de congelar al rival y 10% de hacer retroceder al rival. Ambos efectos son independientes y pueden ocurrir a la vez.;"CD 18 de Congelar al rival y otro para causar Retroceso
/r [[1d20]] + [[1d20]]";Fisico;Elegido;0;Contacto (5ft);"Mordisco; Congelacion; Retroceso";Begginer;Colmillo Hielo (2A);"/me Colmillo Hielo
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +0]]
Tipo: Hielo ; Da§o:
[[@{Fuerza} + 1d6 + 1]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 18 de Congelar al rival y otro para causar Retroceso
/r [[1d20]] + [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Mordisco; Congelacion; Retroceso";Ice Fang
ID_424;Colmillo igneo;Fuego;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Combatir;+0;10% de quemar al rival y 10% de hacer retroceder al rival. Ambos efectos son independientes y pueden ocurrir a la vez.;"CD 18 de Quemar al rival y otro para causar Retroceso
/r [[1d20]] + [[1d20]]";Fisico;Elegido;0;Contacto (5ft);"Mordisco; Quemadura; Retroceso";Begginer;Colmillo igneo (2A);"/me Colmillo igneo
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +0]]
Tipo: Fuego ; Da§o:
[[@{Fuerza} + 1d6 + 1]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 18 de Quemar al rival y otro para causar Retroceso
/r [[1d20]] + [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Mordisco; Quemadura; Retroceso";Fire Fang
ID_425;Sombra Vil;Fantasma;DB + 1d4 + 1;0 Rondas;Reaccion;Destreza;Sigilo;+1;Golpea primero.;Sin Efecto;Fisico;Elegido;2;Contacto (5ft);-;Begginer;Sombra Vil (R);"/me Sombra Vil
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Sigilo} +@{Precision} +1]]
Tipo: Fantasma ; Da§o:
[[@{Fuerza} + 1d4 + 1]]
CoolDown: 0 Rondas ; Tiempo: Reaccion
Prioridad: 2
Efecto: Sin Efecto
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Shadow Sneak
ID_426;Bomba Fango;Tierra;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Lanzar;-2;30% de reducir un nivel la Precision al rival.;"CD 14 de Reducir -1 ACC
/r [[1d20]]";Especial;Elegido;0;Lanzar (25 ft);Proyectil;Begginer;Bomba Fango (2A);"/me Bomba Fango
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Lanzar} +@{Precision} -2]]
Tipo: Tierra ; Da§o:
[[@{Energia} + 1d6 + 1]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 14 de Reducir -1 ACC
/r [[1d20]]
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Proyectil";Mud Bomb
ID_427;Psicocorte;Psiquico;DB + 1d8;0 Rondas;2 Acciones;Destreza;Combatir;+1;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;Fisico;Elegido;0;Lanzar (25 ft);"Corte; Preciso";Ace;Psicocorte (2A);"/me Psicocorte
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Psiquico ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce valor critico en 1
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Corte; Preciso";Psycho Cut
ID_428;Cabezazo Zen;Psiquico;DB + 1d8;1 Ronda;2 Acciones;Destreza;Canalizar;-1;20% de hacer retroceder al rival.;"CD 16 de causar Retroceso
/r [[1d20]]";Fisico;Elegido;0;Contacto (5ft);Retroceso;Amateur;Cabezazo Zen (2A);"/me Cabezazo Zen
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Canalizar} +@{Precision} -1]]
Tipo: Psiquico ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 16 de causar Retroceso
/r [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Retroceso";Zen Headbutt
ID_429;Disparo Espejo;Acero;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Lanzar;-2;30% de reducir un nivel la Precision al rival.;"CD 14 de Reducir -1 ACC
/r [[1d20]]";Especial;Elegido;-1;Larga (40 ft);-;Amateur;Disparo Espejo (2A);"/me Disparo Espejo
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Lanzar} +@{Precision} -2]]
Tipo: Acero ; Da§o:
[[@{Energia} + 1d6 + 1]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: -1
Efecto: CD 14 de Reducir -1 ACC
/r [[1d20]]
Tags: Larga (40 ft)/ Blanco: Elegido/ Tags: -";Mirror Shot
ID_430;Foco Resplandor;Acero;DB + 1d8;1 Ronda;2 Acciones;Energia;Canalizar;+1;10% de reducir un nivel la Defensa Especial al rival.;"CD 18 de Reducir -1 SAB
/r [[1d20]]";Especial;Oponentes;0;Cono (15 ft);-;Ace;Foco Resplandor (2A);"/me Foco Resplandor
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Energia} + @{Canalizar} +@{Precision} +1]]
Tipo: Acero ; Da§o:
[[@{Energia} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 18 de Reducir -1 SAB
/r [[1d20]]
Tags: Cono (15 ft)/ Blanco: Oponentes/ Tags: -";Flash Cannon
ID_431;Treparrocas;Normal;DB + 2d4;0 Rondas;2 Acciones;Destreza;Atletismo;-2;20% de confundir al rival.;"CD 16 de confundir al rival
/r [[1d20]]";Fisico;Elegido;0;Contacto (5ft);-;Amateur;Treparrocas (2A);"/me Treparrocas
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Atletismo} +@{Precision} -2]]
Tipo: Normal ; Da§o:
[[@{Fuerza} + 2d4]]
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 16 de confundir al rival
/r [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Rock Climb
ID_435;Chispazo;Electrico;DB + 1d8;1 Ronda;2 Acciones;Destreza;Canalizar;+1;30% de paralizar al rival.;"CD 14 de Paralizar al rival
/r [[1d20]]";Especial;Area;0;Area (10ft);Paralisis;Amateur;Chispazo (2A);"/me Chispazo
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Canalizar} +@{Precision} +1]]
Tipo: Electrico ; Da§o:
[[@{Energia} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 14 de Paralizar al rival
/r [[1d20]]
Tags: Area (10ft)/ Blanco: Area/ Tags: Paralisis";Discharge
ID_436;Humareda;Fuego;DB + 1d8;1 Ronda;2 Acciones;Destreza;Canalizar;+1;30% de quemar al rival.;"CD 14 de Quemar al rival
/r [[1d20]]";Especial;Area;0;Area (10ft);Quemadura;Amateur;Humareda (2A);"/me Humareda
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Canalizar} +@{Precision} +1]]
Tipo: Fuego ; Da§o:
[[@{Energia} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 14 de Quemar al rival
/r [[1d20]]
Tags: Area (10ft)/ Blanco: Area/ Tags: Quemadura";Lava Plume
ID_438;Latigazo;Planta;DB + 2d6;1 Ronda;2 Acciones;Destreza;Combatir;-2;Ninguno.;-;Fisico;Elegido;0;Contacto (5ft);-;Ace;Latigazo (2A);"/me Latigazo
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} -2]]
Tipo: Planta ; Da§o:
[[@{Fuerza} + 2d6]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: -
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Power Whip
ID_440;Veneno X;Veneno;DB + 1d8;0 Rondas;2 Acciones;Destreza;Combatir;+1;10% de envenenar al rival. Alta probabilidad de Golpe Critico.;"CD 18 de Envenenar. Reduce valor critico en 1
/r [[1d20]]";Fisico;Elegido;0;Contacto (5ft);"Corte; Preciso; Veneno";Ace;Veneno X (2A);"/me Veneno X
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Veneno ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 0 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 18 de Envenenar. Reduce valor critico en 1
/r [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Corte; Preciso; Veneno";Cross Poison
ID_441;Lanzamugre;Veneno;DB + 2d6;2 Rondas;2 Acciones;Fuerza;Lanzar;-2;30% de envenenar al rival.;"CD 14 de Envenenar al rival
/r [[1d20]]";Fisico;Elegido;-1;Larga (40 ft);Veneno;Ace;Lanzamugre (2A);"/me Lanzamugre
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Fuerza} + @{Lanzar} +@{Precision} -2]]
Tipo: Veneno ; Da§o:
[[@{Fuerza} + 2d6]]
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: -1
Efecto: CD 14 de Envenenar al rival
/r [[1d20]]
Tags: Larga (40 ft)/ Blanco: Elegido/ Tags: Veneno";Gunk Shot
ID_442;Cabeza de Hierro;Acero;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;+1;30% de hacer retroceder al rival.;"CD 14 de causar Retroceso
/r [[1d20]]";Fisico;Elegido;0;Contacto (5ft);Retroceso;Ace;Cabeza de Hierro (2A);"/me Cabeza de Hierro
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Acero ; Da§o:
[[@{Fuerza} + 1d8]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 14 de causar Retroceso
/r [[1d20]]
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Retroceso";Iron Head
ID_444;Roca Afilada;Roca;DB + 1d6 + 2;2 Rondas;2 Acciones;Fuerza;Lanzar;-2;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;Fisico;Oponentes;0;Linear (20 ft);Preciso;Ace;Roca Afilada (2A);"/me Roca Afilada
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Fuerza} + @{Lanzar} +@{Precision} -2]]
Tipo: Roca ; Da§o:
[[@{Fuerza} + 1d6 + 2]]
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce valor critico en 1
Tags: Linear (20 ft)/ Blanco: Oponentes/ Tags: Preciso";Stone Edge
ID_446;Trampa Rocas;Roca;-;0 Rondas;1 Accion;Destreza;Sigilo;+0;El Pokemon que salga a luchar recibira un da§o equivalente al 12.5% de PS, que aumenta o disminuye segun resistencias y debilidades al tipo Roca (3.125% a 50%).;"Planta trampas en el campo con CD igual a la precision obtenida, las cuales causan 2 de da§o de tipo Roca al moverse sobre ellas sin evitarlas. En Tormenta de Arena, las trampas lanzadas se duplican.
/r [[1d4]]";Otros;Campo;0;Campo (50 ft);Trampa;Amateur;Trampa Rocas (1A);"/me Trampa Rocas
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Sigilo} +@{Precision} +0]]
Tipo: Roca ; Da§o:
-
CoolDown: 0 Rondas ; Tiempo: 1 Accion
Prioridad: 0
Efecto: Planta trampas en el campo con CD igual a la precision obtenida, las cuales causan 2 de da§o de tipo Roca al moverse sobre ellas sin evitarlas. En Tormenta de Arena, las trampas lanzadas se duplican.
/r [[1d4]]
Tags: Campo (50 ft)/ Blanco: Campo/ Tags: Trampa";Stealth Rock
ID_447;Hierba Lazo;Planta;Xd4;1 Ronda;2 Acciones;Destreza;Combatir;+1;Este movimiento tiene un poder base variable entre 20 y 120, en funcion del peso del Pokemon rival.;El da§o de este movimiento aumenta 1d4 por cada punto de VIT adicional del Blanco contra la VIT del Usuario  (Max 5d4);Especial;Elegido;0;Contacto (5ft);Creciente;Amateur;Hierba Lazo (2A);"/me Hierba Lazo
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} +1]]
Tipo: Planta ; Da§o:
Xd4
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El da§o de este movimiento aumenta 1d4 por cada punto de VIT adicional del Blanco contra la VIT del Usuario  (Max 5d4)
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Creciente";Grass Knot
ID_451;Rayo Carga;Electrico;DB + 1d6;1 Ronda;2 Acciones;Destreza;Canalizar;-1;70% de aumentar un nivel el Ataque Especial al usuario.;"CD 6 de Aumentar +1 ENE
/r [[1d20]]";Especial;Elegido;0;Linear (20 ft);-;Begginer;Rayo Carga (2A);"/me Rayo Carga
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Canalizar} +@{Precision} -1]]
Tipo: Electrico ; Da§o:
[[@{Energia} + 1d6]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 6 de Aumentar +1 ENE
/r [[1d20]]
Tags: Linear (20 ft)/ Blanco: Elegido/ Tags: -";Charge Beam
ID_452;Mazazo;Planta;DB + 2d6;1 Ronda;2 Acciones;Fuerza;Combatir;+1;Provoca un da§o de retroceso al usuario equivalente al 33% del da§o provocado al rival.; El Usuario pierde HP equivalente al DB;Fisico;Elegido;0;Contacto (5ft);Recoil;Ace;Mazazo (2A);"/me Mazazo
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Fuerza} + @{Combatir} +@{Precision} +1]]
Tipo: Planta ; Da§o:
[[@{Fuerza} + 2d6]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto:  El Usuario pierde HP equivalente al DB
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Recoil";Wood Hammer
ID_453;Acua Jet;Agua;DB + 1d4 + 1;0 Rondas;Reaccion;Destreza;Acrobacias;+1;Golpea primero.;Sin Efecto;Fisico;Elegido;2;Contacto (5ft);-;Begginer;Acua Jet (R);"/me Acua Jet
Nivel: Begginer (CD: 6)
/r 1d20 + [[@{Destreza} + @{Acrobacias} +@{Precision} +1]]
Tipo: Agua ; Da§o:
[[@{Fuerza} + 1d4 + 1]]
CoolDown: 0 Rondas ; Tiempo: Reaccion
Prioridad: 2
Efecto: Sin Efecto
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Aqua Jet
ID_454;Al Ataque;Bicho;DB + 2d4;1 Ronda;2 Acciones;Carisma;Naturaleza;+1;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;Fisico;Oponentes;0;Cono (15 ft);Preciso;Pro;Al Ataque (2A);"/me Al Ataque
Nivel: Pro (CD: 18)
/r 1d20 + [[@{Carisma} + @{Naturaleza} +@{Precision} +1]]
Tipo: Bicho ; Da§o:
[[@{Fuerza} + 2d4]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce valor critico en 1
Tags: Cono (15 ft)/ Blanco: Oponentes/ Tags: Preciso";Attack Order
ID_456;Auxilio;Bicho;-;2 Rondas;2 Acciones;Carisma;Etiqueta;+0;El usuario recupera el 50% de su PS maximo.;El usuario recupera PS equivalente a su Car.;Otros;Usuario;0;Propio;Curacion;Amateur;Auxilio (2A);"/me Auxilio
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Carisma} + @{Etiqueta} +@{Precision} +0]]
Tipo: Bicho ; Da§o:
-
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El usuario recupera PS equivalente a su Car.
Tags: Propio/ Blanco: Usuario/ Tags: Curacion";Heal Order
ID_457;Testarazo;Roca;DB + 3d4;2 Rondas;3  Acciones;Fuerza;Combatir;-2;Provoca un da§o de retroceso del 50% del da§o provocado al Pokemon rival.; El Usuario pierde HP equivalente al DB;Fisico;Elegido;0;Contacto (5ft);Recoil;Ace;#N/D;"/me Testarazo
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Fuerza} + @{Combatir} +@{Precision} -2]]
Tipo: Roca ; Da§o:
[[@{Fuerza} + 3d4]]
CoolDown: 2 Rondas ; Tiempo: 3  Acciones
Prioridad: 0
Efecto:  El Usuario pierde HP equivalente al DB
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Recoil";Head Smash
ID_458;Doble Golpe;Normal;DB + 1d4;1 Ronda;1 Accion;Destreza;Combatir;-1;Golpea 2 veces seguidas.;Puede usarse hasta 2 veces por Ronda;Fisico;Elegido;0;Contacto (5ft);Recurrente;Amateur;Doble Golpe (1A);"/me Doble Golpe
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Combatir} +@{Precision} -1]]
Tipo: Normal ; Da§o:
[[@{Fuerza} + 1d4]]
CoolDown: 1 Ronda ; Tiempo: 1 Accion
Prioridad: 0
Efecto: Puede usarse hasta 2 veces por Ronda
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: Recurrente";Double Hit
ID_460;Corte Vacio;Dragon;DB + 1d6 + 2;2 Rondas;2 Acciones;Energia;Lanzar;+0;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;`;Elegido;0;Larga (40 ft);Preciso;Amateur;Corte Vacio (2A);"/me Corte Vacio
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Energia} + @{Lanzar} +@{Precision} +0]]
Tipo: Dragon ; Da§o:
[[@{Energia} + 1d6 + 2]]
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reduce valor critico en 1
Tags: Larga (40 ft)/ Blanco: Elegido/ Tags: Preciso";Spacial Rend
ID_461;Danza Lunar;Psiquico;-;1 Ronda;2 Acciones;Carisma;Presentar;+0;El usuario cae debilitado. El Pokemon que salga a la batalla en su lugar ve recuperados sus PS, PP y estado alterado.;Reanima al Blanco curando PS igual a la CAR del usuario y sanando sus problemas de estado. Entonces, el Usuario cae Agotado y con 1 PS.;Otros;Aliado;0;Propio;"Danza; Curacion";Pro;Danza Lunar (2A);"/me Danza Lunar
Nivel: Pro (CD: 18)
/r 1d20 + [[@{Carisma} + @{Presentar} +@{Precision} +0]]
Tipo: Psiquico ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Reanima al Blanco curando PS igual a la CAR del usuario y sanando sus problemas de estado. Entonces, el Usuario cae Agotado y con 1 PS.
Tags: Propio/ Blanco: Aliado/ Tags: Danza; Curacion";Lunar Dance
ID_462;Agarron;Normal;Xd4;2 Rondas;2 Acciones;Fuerza;Combatir;+1;El poder del movimiento es mayor cuanto mas PS le quede al rival. El poder base sera: 1 + (PS Actual Rival / PS Maximo Rival) x 120 (max. 121).;El da§o de este movimiento disminuye en 1d4 por cada punto de PS perdido por el Blanco, iniciando en 5d4;Fisico;Elegido;0;Contacto (5ft);-;Ace;Agarron (2A);"/me Agarron
Nivel: Ace (CD: 14)
/r 1d20 + [[@{Fuerza} + @{Combatir} +@{Precision} +1]]
Tipo: Normal ; Da§o:
Xd4
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: El da§o de este movimiento disminuye en 1d4 por cada punto de PS perdido por el Blanco, iniciando en 5d4
Tags: Contacto (5ft)/ Blanco: Elegido/ Tags: -";Crush Grip
ID_463;Lluvia ignea;Fuego;DB + 1d6 + 2;2 Rondas;2 Acciones;Energia;Canalizar;-3;El Pokemon rival permanece atrapado de 4 a 5 turnos, recibiendo un da§o del 12.5% del PS cada turno.; Bloquea al Blanco. Inflige 1 de Da§o al final de la Ronda;Especial;Area;-1;Area (10ft);Prision;Pro;Lluvia ignea (2A);"/me Lluvia ignea
Nivel: Pro (CD: 18)
/r 1d20 + [[@{Energia} + @{Canalizar} +@{Precision} -3]]
Tipo: Fuego ; Da§o:
[[@{Energia} + 1d6 + 2]]
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: -1
Efecto:  Bloquea al Blanco. Inflige 1 de Da§o al final de la Ronda
Tags: Area (10ft)/ Blanco: Area/ Tags: Prision";Magma Storm
ID_465;Fulgor Semilla;Planta;DB + 2d6;2 Rondas;2 Acciones;Energia;Canalizar;-2;40% de reducir dos niveles la Defensa Especial al rival.;"CD 12 de Reducir -2 SAB
/r [[1d20]]";Especial;Area;0;Cono (15 ft);-;Pro;Fulgor Semilla (2A);"/me Fulgor Semilla
Nivel: Pro (CD: 18)
/r 1d20 + [[@{Energia} + @{Canalizar} +@{Precision} -2]]
Tipo: Planta ; Da§o:
[[@{Energia} + 2d6]]
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 12 de Reducir -2 SAB
/r [[1d20]]
Tags: Cono (15 ft)/ Blanco: Area/ Tags: -";Seed Flare
ID_466;Viento Aciago;Fantasma;DB + 1d6 + 1;2 Rondas;2 Acciones;Destreza;Canalizar;+1;10% de aumentar un nivel el Ataque, la Defensa, la Velocidad, el Ataque Especial y la Defensa Especial al usuario.;"CD 18 de Aumentar +1 a los Atributos
/r [[1d20]]";Especial;Area;0;Cono (15 ft);-;Amateur;Viento Aciago (2A);"/me Viento Aciago
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Canalizar} +@{Precision} +1]]
Tipo: Fantasma ; Da§o:
[[@{Energia} + 1d6 + 1]]
CoolDown: 2 Rondas ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: CD 18 de Aumentar +1 a los Atributos
/r [[1d20]]
Tags: Cono (15 ft)/ Blanco: Area/ Tags: -";Ominous Wind
ID_468;Afilagarras;Siniestro;-;1 Ronda;2 Acciones;Sabiduria;Naturaleza;+0;Aumenta un nivel el Ataque y la Precision al usuario.;Aumenta +1 ATA y ACC;Otros;Usuario;0;-;-;Amateur;Afilagarras (2A);"/me Afilagarras
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Sabiduria} + @{Naturaleza} +@{Precision} +0]]
Tipo: Siniestro ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Aumenta +1 ATA y ACC
Tags: -/ Blanco: Usuario/ Tags: -";Hone Claws
ID_469;Vasta Guardia;Roca;-;1 Ronda;Reaccion;Vitalidad;Atletismo;+0;Evita todo da§o directo y efectos de movimientos del rival de objetivo multiple tanto al usuario como a sus compa§eros. Su precision se reduce con cada uso consecutivo.;Evita todo da§o directo y efectos de movimientos del rival de objetivo multiple tanto al usuario como a sus compa§eros.;Otros;Equipo;4;Area (10ft);Escudo;Amateur;Vasta Guardia (R);"/me Vasta Guardia
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Vitalidad} + @{Atletismo} +@{Precision} +0]]
Tipo: Roca ; Da§o:
-
CoolDown: 1 Ronda ; Tiempo: Reaccion
Prioridad: 4
Efecto: Evita todo da§o directo y efectos de movimientos del rival de objetivo multiple tanto al usuario como a sus compa§eros.
Tags: Area (10ft)/ Blanco: Equipo/ Tags: Escudo";Wide Guard
ID_474;Carga Toxica;Veneno;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Canalizar;+1;Si el Pokemon objetivo esta envenenado, su poder base se dobla.;Si el Pokemon objetivo se encuentra Envenenado o Intoxicado, duplica el da§o causado;Especial;Elegido;0;Lanzar (25 ft);Veneno;Amateur;Carga Toxica (2A);"/me Carga Toxica
Nivel: Amateur (CD: 10)
/r 1d20 + [[@{Destreza} + @{Canalizar} +@{Precision} +1]]
Tipo: Veneno ; Da§o:
[[@{Energia} + 1d6 + 1]]
CoolDown: 1 Ronda ; Tiempo: 2 Acciones
Prioridad: 0
Efecto: Si el Pokemon objetivo se encuentra Envenenado o Intoxicado, duplica el da§o causado
Tags: Lanzar (25 ft)/ Blanco: Elegido/ Tags: Veneno";Venoshock
