ID;Ndex;Pokemon;Alternativo;Cadena;Etapa;Nivel;Tipo1;Tipo2;Habilidad_1;Habilidad_2;Habilidad_3;FUE;VIT;ENE;SAB;DES;CAR;PS_min;Total_min;Velocidad
0263_2;#0263;Zigzagoon;Galar;Zigzagoon;Basico;Starter;Siniestro;Normal;Recogida;Gula;Piesrapidos;1;1;1;1;2;2;8;8;Suave
0264_1;#0264;Linoone;Hoenn;Zigzagoon;Avanzada;Amateur;Normal;Normal;Recogida;Gula;Piesrapidos;2;2;2;2;4;3;15;15;Rapido
0264_2;#0264;Linoone;Galar;Zigzagoon;Avanzada;Amateur;Siniestro;Normal;Recogida;Gula;Piesrapidos;2;2;2;2;4;3;15;15;Rapido
0265_1;#0265;Wurmple;Hoenn;Wurmple;Basico;Starter;Bicho;Bicho;Polvoescudo;Polvoescudo;Fuga;1;1;1;1;1;2;8;7;Lento
0266_1;#0266;Silcoon;Hoenn;Wurmple;Evolucion;Starter;Bicho;Bicho;Mudar;Mudar;Mudar;1;2;1;1;1;3;11;9;Lento
0267_1;#0267;Beautifly;Hoenn;Wurmple;Avanzada;Amateur;Bicho;Volador;Enjambre;Enjambre;Rivalidad;2;2;4;2;2;3;15;15;Normal
0268_1;#0268;Cascoon;Hoenn;Wurmple;Evolucion;Starter;Bicho;Bicho;Mudar;Mudar;Mudar;1;2;1;1;1;3;11;9;Lento
0269_1;#0269;Dustox;Hoenn;Wurmple;Avanzada;Amateur;Bicho;Veneno;Polvoescudo;Polvoescudo;Ojocompuesto;2;2;2;3;2;3;15;14;Normal
0270_1;#0270;Lotad;Hoenn;Lotad;Basico;Starter;Agua;Planta;Curalluvia;Nadorapido;Ritmopropio;1;1;1;2;1;2;8;8;Lento
0271_1;#0271;Lombre;Hoenn;Lotad;Evolucion;Begginer;Agua;Planta;Curalluvia;Nadorapido;Ritmopropio;2;2;2;2;2;3;13;13;Suave
0272_1;#0272;Ludicolo;Hoenn;Lotad;Avanzada;Amateur;Agua;Planta;Curalluvia;Nadorapido;Ritmopropio;2;2;3;4;2;3;15;16;Normal
0273_1;#0273;Seedot;Hoenn;Seedot;Basico;Starter;Planta;Planta;Clorofila;Madrugar;Hurto;1;2;1;1;1;2;8;8;Lento
0274_1;#0274;Nuzleaf;Hoenn;Seedot;Evolucion;Begginer;Planta;Siniestro;Clorofila;Madrugar;Hurto;2;1;2;1;2;3;13;11;Suave
0275_1;#0275;Shiftry;Hoenn;Seedot;Avanzada;Elite;Planta;Siniestro;Clorofila;Surcavientos;Hurto;4;2;3;2;3;3;17;17;Normal
0276_1;#0276;Taillow;Hoenn;Taillow;Basico;Begginer;Normal;Volador;Agallas;Agallas;Intrepido;2;1;1;1;3;2;10;10;Normal
0277_1;#0277;Swellow;Hoenn;Taillow;Avanzada;Elite;Normal;Volador;Agallas;Agallas;Intrepido;3;2;3;2;5;3;17;18;Rapido
0278_1;#0278;Wingull;Hoenn;Wingull;Basico;Begginer;Agua;Volador;Vistalince;Hidratacion;Curalluvia;1;1;2;1;3;2;10;10;Normal
0279_1;#0279;Pelipper;Hoenn;Wingull;Avanzada;Amateur;Agua;Volador;Vistalince;Llovizna;Curalluvia;2;4;3;2;2;3;15;16;Normal
0280_1;#0280;Ralts;Hoenn;Ralts;Basico;Starter;Psiquico;Hada;Calco;Sincronia;Telepatia;1;1;1;1;1;2;8;7;Suave
0281_1;#0281;Kirlia;Hoenn;Ralts;Evolucion;Begginer;Psiquico;Hada;Calco;Sincronia;Telepatia;1;1;2;2;2;2;10;10;Suave
0282_1;#0282;Gardevoir;Hoenn;Ralts;Avanzada;Master;Psiquico;Hada;Calco;Sincronia;Telepatia;2;2;5;4;3;3;19;19;Normal
0282_2;#0282;Gardevoir;Mega;Ralts;Mega;Legend;Psiquico;Hada;Pielfeerica;Pielfeerica;Pielfeerica;3;2;6;5;4;3;25;23;Fugaz
0283_1;#0283;Surskit;Hoenn;Surskit;Basico;Begginer;Bicho;Agua;Nadorapido;Nadorapido;Curalluvia;1;1;2;2;2;2;10;10;Normal
0284_1;#0284;Masquerain;Hoenn;Surskit;Avanzada;Elite;Bicho;Volador;Intimidacion;Intimidacion;Nerviosismo;2;2;4;3;3;3;17;17;Normal
0285_1;#0285;Shroomish;Hoenn;Shroomish;Basico;Begginer;Planta;Planta;Efectoespora;Antidoto;Piesrapidos;1;2;1;2;1;3;13;10;Lento
0286_1;#0286;Breloom;Hoenn;Shroomish;Avanzada;Elite;Planta;Lucha;Efectoespora;Antidoto;Experto;5;3;2;2;2;3;17;17;Normal
0287_1;#0287;Slakoth;Hoenn;Slakoth;Basico;Begginer;Normal;Normal;Pereza;Pereza;Pereza;2;2;1;1;1;3;13;10;Lento
0288_1;#0288;Vigoroth;Hoenn;Slakoth;Evolucion;Amateur;Normal;Normal;Espirituvital;Espirituvital;Espirituvital;3;3;2;2;3;3;15;16;Normal
0289_1;#0289;Slaking;Hoenn;Slakoth;Avanzada;Master;Normal;Normal;Pereza;Pereza;Pereza;6;4;3;2;4;5;25;24;Fugaz
0290_1;#0290;Nincada;Hoenn;Nincada;Basico;Starter;Bicho;Tierra;Ojocompuesto;Ojocompuesto;Fuga;1;3;1;1;1;2;8;9;Suave
0291_1;#0291;Ninjask;Hoenn;Nincada;Avanzada;Elite;Bicho;Volador;Impulso;Impulso;Allanamiento;3;1;2;2;6;3;17;17;Rapido
0292_1;#0292;Shedinja;Hoenn;Nincada;Avanzada;Amateur;Bicho;Fantasma;Superguarda;Superguarda;Superguarda;3;1;1;1;1;2;12;9;Suave
0293_1;#0293;Whismur;Hoenn;Whismur;Basico;Begginer;Normal;Normal;Insonorizar;Insonorizar;Cobardia;2;1;2;1;1;3;13;10;Lento
0294_1;#0294;Loudred;Hoenn;Whismur;Evolucion;Begginer;Normal;Normal;Insonorizar;Insonorizar;Intrepido;2;1;2;1;1;3;13;10;Suave
0295_1;#0295;Exploud;Hoenn;Whismur;Avanzada;Amateur;Normal;Normal;Insonorizar;Insonorizar;Intrepido;3;2;3;2;2;4;18;16;Normal
0296_1;#0296;Makuhita;Hoenn;Makuhita;Basico;Starter;Lucha;Lucha;Sebo;Agallas;Potenciabruta;2;1;1;1;1;3;11;9;Lento
0297_1;#0297;Hariyama;Hoenn;Makuhita;Avanzada;Amateur;Lucha;Lucha;Sebo;Agallas;Potenciabruta;4;2;1;2;2;4;18;15;Suave
0298_1;#0298;Azurill;Hoenn;Marill;Bebe;Starter;Normal;Hada;Sebo;Potencia;Herbivoro;1;1;1;1;1;3;11;8;Lento
0299_1;#0299;Nosepass;Hoenn;Nosepass;Basico;Begginer;Roca;Roca;Robustez;Iman;Poderarena;1;5;1;3;1;2;10;13;Lento
0300_1;#0300;Skitty;Hoenn;Skitty;Basico;Starter;Normal;Normal;Granencanto;Normalidad;Pielmilagro;1;1;1;1;2;3;11;9;Suave
0301_1;#0301;Delcatty;Hoenn;Skitty;Avanzada;Amateur;Normal;Normal;Granencanto;Normalidad;Pielmilagro;2;2;2;2;3;3;15;14;Normal
0302_1;#0302;Sableye;Hoenn;Sableye;Basico;Amateur;Siniestro;Fantasma;Vistalince;Rezagado;Bromista;3;3;2;2;2;3;15;15;Suave
0302_2;#0302;Sableye;Mega;Sableye;Mega;Legend;Siniestro;Fantasma;Espejomagico;Espejomagico;Espejomagico;3;5;3;4;1;3;25;19;Lento
0303_1;#0303;Mawile;Hoenn;Mawile;Basico;Amateur;Acero;Hada;Cortefuerte;Intimidacion;Potenciabruta;3;3;2;2;2;3;15;15;Suave
0303_2;#0303;Mawile;Mega;Mawile;Mega;Legend;Acero;Hada;Potencia;Potencia;Potencia;4;5;2;3;2;3;25;19;Suave
0304_1;#0304;Aron;Hoenn;Aron;Basico;Begginer;Acero;Roca;Robustez;Cabezaroca;Metalpesado;2;4;1;1;1;3;13;12;Lento
0305_1;#0305;Lairon;Hoenn;Aron;Evolucion;Amateur;Acero;Roca;Robustez;Cabezaroca;Metalpesado;3;5;2;2;1;3;15;16;Suave
0306_1;#0306;Aggron;Hoenn;Aron;Avanzada;Master;Acero;Roca;Robustez;Cabezaroca;Metalpesado;4;7;2;2;2;3;19;20;Suave
0306_2;#0306;Aggron;Mega;Aron;Mega;Legend;Acero;Acero;Filtro;Filtro;Filtro;5;9;2;3;2;3;25;24;Suave
0307_1;#0307;Meditite;Hoenn;Meditite;Basico;Begginer;Lucha;Psiquico;Energiapura;Energiapura;Telepatia;1;2;1;2;2;2;10;10;Suave
0308_1;#0308;Medicham;Hoenn;Meditite;Avanzada;Amateur;Lucha;Psiquico;Energiapura;Energiapura;Telepatia;2;3;2;3;3;3;15;16;Normal
0308_2;#0308;Medicham;Mega;Meditite;Mega;Legend;Lucha;Psiquico;Energiapura;Energiapura;Energiapura;4;3;3;3;4;3;25;20;Rapido
0309_1;#0309;Electrike;Hoenn;Electrike;Basico;Starter;Electrico;Electrico;Electricidadestatica;Pararrayos;Menos;1;1;2;1;2;2;8;9;Normal
0310_1;#0310;Manectric;Hoenn;Electrike;Avanzada;Elite;Electrico;Electrico;Electricidadestatica;Pararrayos;Menos;3;2;4;2;4;3;17;18;Rapido
0310_2;#0310;Manectric;Mega;Electrike;Mega;Legend;Electrico;Electrico;Intimidacion;Intimidacion;Intimidacion;3;3;5;3;5;3;25;22;Rapido
0311_1;#0311;Plusle;Hoenn;Plusle;Inicial;Amateur;Electrico;Electrico;Mas;Mas;Pararrayos;2;1;3;3;3;3;15;15;Normal
0312_1;#0312;Minun;Hoenn;Minun;Inicial;Amateur;Electrico;Electrico;Menos;Menos;Absorbeelectricidad;1;2;3;3;3;3;15;15;Normal
0313_1;#0313;Volbeat;Hoenn;Volbeat;Inicial;Amateur;Bicho;Bicho;Iluminacion;Enjambre;Bromista;2;3;1;3;3;3;15;15;Normal
0314_1;#0314;Illumise;Hoenn;Illumise;Inicial;Amateur;Bicho;Bicho;Despiste;Cromolente;Bromista;1;3;2;3;3;3;15;15;Normal
0315_1;#0315;Roselia;Hoenn;Roselia;Basico;Amateur;Planta;Veneno;Curanatural;Puntotoxico;Defensahoja;2;1;4;3;2;3;15;15;Normal
0316_1;#0316;Gulpin;Hoenn;Gulpin;Basico;Begginer;Veneno;Veneno;Viscosecrecion;Viscosidad;Gula;1;2;1;2;1;3;13;10;Suave
0317_1;#0317;Swalot;Hoenn;Gulpin;Evolucion;Amateur;Veneno;Veneno;Viscosecrecion;Viscosidad;Gula;2;3;2;3;2;4;18;16;Suave
0318_1;#0318;Carvanha;Hoenn;Carvanha;Basico;Begginer;Agua;Siniestro;Pieltosca;Pieltosca;Impulso;3;1;2;1;2;2;10;11;Normal
0319_1;#0319;Sharpedo;Hoenn;Carvanha;Evolucion;Amateur;Agua;Siniestro;Pieltosca;Pieltosca;Impulso;4;1;3;1;3;3;15;15;Normal
0319_2;#0319;Sharpedo;Mega;Carvanha;Mega;Legend;Agua;Siniestro;Mandibulafuerte;Mandibulafuerte;Mandibulafuerte;5;2;4;2;4;3;25;20;Rapido
0320_1;#0320;Wailmer;Hoenn;Wailmer;Basico;Begginer;Agua;Agua;Veloagua;Despiste;Presion;2;1;2;1;2;4;16;12;Suave
0321_1;#0321;Wailord;Hoenn;Wailmer;Evolucion;Amateur;Agua;Agua;Veloagua;Despiste;Presion;3;1;3;1;2;5;21;15;Suave
0322_1;#0322;Numel;Hoenn;Numel;Basico;Begginer;Fuego;Tierra;Despiste;Simple;Ritmopropio;2;1;2;1;1;3;13;10;Lento
0323_1;#0323;Camerupt;Hoenn;Numel;Evolucion;Elite;Fuego;Tierra;Escudomagma;Rocasolida;Irascible;4;2;4;3;1;3;17;17;Suave
0323_2;#0323;Camerupt;Mega;Numel;Mega;Legend;Fuego;Tierra;Potenciabruta;Potenciabruta;Potenciabruta;4;4;5;4;1;3;25;21;Lento
0324_1;#0324;Torkoal;Hoenn;Torkoal;Inicial;Elite;Fuego;Fuego;Humoblanco;Sequia;Caparazon;3;5;3;2;1;3;17;17;Lento
0325_1;#0325;Spoink;Hoenn;Spoink;Basico;Begginer;Psiquico;Psiquico;Sebo;Ritmopropio;Gula;1;1;2;3;2;3;13;12;Suave
0326_1;#0326;Grumpig;Hoenn;Spoink;Evolucion;Amateur;Psiquico;Psiquico;Sebo;Ritmopropio;Gula;1;2;3;4;3;3;15;16;Normal
0327_1;#0327;Spinda;Hoenn;Spinda;Inicial;Begginer;Normal;Normal;Ritmopropio;Tumbos;Respondon;2;2;2;2;2;3;13;13;Suave
0328_1;#0328;Trapinch;Hoenn;Trapinch;Basico;Begginer;Tierra;Tierra;Cortefuerte;Trampaarena;Potenciabruta;4;1;1;1;1;2;10;10;Lento
0329_1;#0329;Vibrava;Hoenn;Trapinch;Evolucion;Begginer;Tierra;Dragon;Levitacion;Levitacion;Levitacion;2;2;2;2;2;3;13;13;Normal
0330_1;#0330;Flygon;Hoenn;Trapinch;Avanzada;Master;Tierra;Dragon;Levitacion;Levitacion;Levitacion;4;3;3;3;4;3;19;20;Rapido
0331_1;#0331;Cacnea;Hoenn;Cacnea;Basico;Begginer;Planta;Planta;Veloarena;Veloarena;Absorbeagua;3;1;3;1;1;3;13;12;Lento
0332_1;#0332;Cacturne;Hoenn;Cacnea;Evolucion;Elite;Planta;Siniestro;Veloarena;Veloarena;Absorbeagua;4;2;4;2;2;3;17;17;Suave
0333_1;#0333;Swablu;Hoenn;Swablu;Basico;Begginer;Normal;Volador;Curanatural;Curanatural;Aclimatacion;1;2;1;3;2;2;10;11;Suave
0334_1;#0334;Altaria;Hoenn;Swablu;Evolucion;Elite;Dragon;Volador;Curanatural;Curanatural;Aclimatacion;2;3;2;4;3;3;17;17;Normal
0334_2;#0334;Altaria;Mega;Swablu;Mega;Legend;Dragon;Hada;Pielfeerica;Pielfeerica;Pielfeerica;4;4;4;4;3;3;25;22;Normal
0335_1;#0335;Zangoose;Hoenn;Zangoose;Inicial;Amateur;Normal;Normal;Inmunidad;Inmunidad;impetutoxico;4;2;2;2;3;3;15;16;Normal
0336_1;#0336;Seviper;Hoenn;Seviper;Inicial;Elite;Veneno;Veneno;Mudar;Mudar;Allanamiento;4;2;4;2;2;3;17;17;Normal
0337_1;#0337;Lunatone;Hoenn;Lunatone;Inicial;Amateur;Roca;Psiquico;Levitacion;Levitacion;Levitacion;2;2;3;3;2;3;15;15;Normal
0338_1;#0338;Solrock;Hoenn;Solrock;Inicial;Amateur;Roca;Psiquico;Levitacion;Levitacion;Levitacion;3;3;2;2;2;3;15;15;Normal
0339_1;#0339;Barboach;Hoenn;Barboach;Basico;Starter;Agua;Tierra;Despiste;Anticipacion;Hidratacion;1;1;1;1;2;3;11;9;Suave
0340_1;#0340;Whiscash;Hoenn;Barboach;Evolucion;Amateur;Agua;Tierra;Despiste;Anticipacion;Hidratacion;3;2;3;2;2;4;18;16;Suave
0341_1;#0341;Corphish;Hoenn;Corphish;Basico;Begginer;Agua;Agua;Cortefuerte;Caparazon;Adaptable;3;2;2;1;1;2;10;11;Lento
0342_1;#0342;Crawdaunt;Hoenn;Corphish;Evolucion;Elite;Agua;Siniestro;Cortefuerte;Caparazon;Adaptable;4;3;3;2;2;3;17;17;Suave
0343_1;#0343;Baltoy;Hoenn;Baltoy;Basico;Begginer;Tierra;Psiquico;Levitacion;Levitacion;Levitacion;1;2;1;2;2;2;10;10;Suave
0344_1;#0344;Claydol;Hoenn;Baltoy;Evolucion;Elite;Tierra;Psiquico;Levitacion;Levitacion;Levitacion;2;4;2;4;3;3;17;18;Normal
0345_1;#0345;Lileep;Hoenn;Lileep;Basico;Begginer;Roca;Planta;Ventosas;Ventosas;Colector;1;3;2;3;1;3;13;13;Lento
0346_1;#0346;Cradily;Hoenn;Lileep;Evolucion;Elite;Roca;Planta;Ventosas;Ventosas;Colector;3;3;3;4;1;3;17;17;Suave
0347_1;#0347;Anorith;Hoenn;Anorith;Basico;Begginer;Roca;Bicho;Armadurabatalla;Armadurabatalla;Nadorapido;3;2;1;2;3;2;10;13;Normal
0348_1;#0348;Armaldo;Hoenn;Anorith;Evolucion;Elite;Roca;Bicho;Armadurabatalla;Armadurabatalla;Nadorapido;5;4;2;3;1;3;17;18;Suave
0349_1;#0349;Feebas;Hoenn;Feebas;Basico;Begginer;Agua;Agua;Nadorapido;Despiste;Adaptable;1;1;1;2;3;2;10;10;Normal
0350_1;#0350;Milotic;Hoenn;Feebas;Evolucion;Master;Agua;Agua;Escamaespecial;Tenacidad;Granencanto;2;3;4;5;3;3;19;20;Normal
0351_1;#0351;Castform;Forma de Castform;Castform;Inicial;Begginer;Normal;Normal;Prediccion;Prediccion;Prediccion;2;2;2;2;2;3;13;13;Normal
0351_2;#0351;Castform;Forma Sol;Castform;Inicial;Begginer;Fuego;Fuego;Prediccion;Prediccion;Prediccion;2;2;2;2;2;3;13;13;Normal
0351_3;#0351;Castform;Forma Lluvia;Castform;Inicial;Begginer;Agua;Agua;Prediccion;Prediccion;Prediccion;2;2;2;2;2;3;13;13;Normal
0351_4;#0351;Castform;Forma Nieve;Castform;Inicial;Begginer;Hielo;Hielo;Prediccion;Prediccion;Prediccion;2;2;2;2;2;3;13;13;Normal
0352_1;#0352;Kecleon;Hoenn;Kecleon;Inicial;Amateur;Normal;Normal;Cambiocolor;Cambiocolor;Mutatipo;3;2;2;4;1;3;15;15;Suave
0353_1;#0353;Shuppet;Hoenn;Shuppet;Basico;Begginer;Fantasma;Fantasma;Insomnio;Cacheo;Cuerpomaldito;3;1;2;1;1;2;10;10;Suave
0354_1;#0354;Banette;Hoenn;Shuppet;Evolucion;Amateur;Fantasma;Fantasma;Insomnio;Cacheo;Cuerpomaldito;4;2;3;2;2;3;15;16;Normal
0354_2;#0354;Banette;Mega;Shuppet;Mega;Legend;Fantasma;Fantasma;Bromista;Bromista;Bromista;6;3;3;3;3;3;25;21;Normal
0355_1;#0355;Duskull;Hoenn;Duskull;Basico;Begginer;Fantasma;Fantasma;Levitacion;Levitacion;Cacheo;1;3;1;3;1;2;10;11;Lento
0356_1;#0356;Dusclops;Hoenn;Duskull;Evolucion;Elite;Fantasma;Fantasma;Presion;Presion;Cacheo;2;5;2;5;1;2;14;17;Lento
0357_1;#0357;Tropius;Hoenn;Tropius;Inicial;Amateur;Planta;Volador;Clorofila;Podersolar;Cosecha;2;3;2;3;2;3;15;15;Suave
0358_1;#0358;Chimecho;Hoenn;Chimecho;Inicial;Amateur;Psiquico;Psiquico;Levitacion;Levitacion;Levitacion;2;3;3;3;2;3;15;16;Normal
0359_1;#0359;Absol;Hoenn;Absol;Inicial;Elite;Siniestro;Siniestro;Presion;Afortunado;Justiciero;5;2;3;2;3;3;17;18;Normal
0359_2;#0359;Absol;Mega;Absol;Mega;Legend;Siniestro;Siniestro;Espejomagico;Espejomagico;Espejomagico;6;2;4;2;4;3;25;21;Rapido
0360_1;#0360;Wynaut;Hoenn;Wynaut;Bebe;Starter;Psiquico;Psiquico;Sombratrampa;Sombratrampa;Telepatia;1;1;1;1;1;3;11;8;Lento
0361_1;#0361;Snorunt;Hoenn;Snorunt;Basico;Begginer;Hielo;Hielo;Fuerzamental;Gelido;Veleta;2;2;2;2;2;3;13;13;Suave
0362_1;#0362;Glalie;Hoenn;Snorunt;Evolucion;Elite;Hielo;Hielo;Fuerzamental;Gelido;Veleta;3;3;3;3;3;3;17;18;Normal
0362_2;#0362;Glalie;Mega;Snorunt;Mega;Legend;Hielo;Hielo;Pielhelada;Pielhelada;Pielhelada;4;3;4;3;4;3;25;21;Rapido
0363_1;#0363;Spheal;Hoenn;Spheal;Basico;Begginer;Hielo;Agua;Sebo;Gelido;Despiste;1;2;2;2;1;3;13;11;Lento
0364_1;#0364;Sealeo;Hoenn;Spheal;Evolucion;Begginer;Hielo;Agua;Sebo;Gelido;Despiste;2;2;3;2;1;3;13;13;Suave
0365_1;#0365;Walrein;Hoenn;Spheal;Avanzada;Elite;Hielo;Agua;Sebo;Gelido;Despiste;3;3;3;3;2;4;20;18;Normal
0366_1;#0366;Clamperl;Hoenn;Clamperl;Basico;Begginer;Agua;Agua;Caparazon;Caparazon;Cobardia;2;3;2;2;1;2;10;12;Lento
0367_1;#0367;Huntail;Hoenn;Clamperl;Evolucion;Master;Agua;Agua;Nadorapido;Nadorapido;Veloagua;4;4;3;3;2;3;19;19;Suave
0368_1;#0368;Gorebyss;Hoenn;Clamperl;Evolucion;Master;Agua;Agua;Nadorapido;Nadorapido;Hidratacion;3;4;4;3;2;3;19;19;Suave
0369_1;#0369;Relicanth;Hoenn;Relicanth;Inicial;Elite;Agua;Roca;Nadorapido;Cabezaroca;Robustez;3;5;1;2;2;4;20;17;Suave
0370_1;#0370;Luvdisc;Hoenn;Luvdisc;Inicial;Begginer;Agua;Agua;Nadorapido;Nadorapido;Hidratacion;1;2;1;2;3;2;10;11;Normal
0371_1;#0371;Bagon;Hoenn;Bagon;Basico;Begginer;Dragon;Dragon;Cabezaroca;Cabezaroca;Potenciabruta;3;2;1;1;2;2;10;11;Suave
0372_1;#0372;Shelgon;Hoenn;Bagon;Evolucion;Amateur;Dragon;Dragon;Cabezaroca;Cabezaroca;Funda;3;4;2;2;2;3;15;16;Suave
0373_1;#0373;Salamence;Hoenn;Bagon;Avanzada;Master;Dragon;Volador;Intimidacion;Intimidacion;Autoestima;5;3;4;3;4;3;19;22;Fugaz
0373_2;#0373;Salamence;Mega;Bagon;Mega;Legend;Dragon;Volador;Pielceleste;Pielceleste;Pielceleste;5;5;4;3;4;3;25;24;Fugaz
0374_1;#0374;Beldum;Hoenn;Beldum;Basico;Begginer;Acero;Psiquico;Cuerpopuro;Cuerpopuro;Metalliviano;2;3;1;2;1;2;10;11;Lento
0375_1;#0375;Metang;Hoenn;Beldum;Evolucion;Elite;Acero;Psiquico;Cuerpopuro;Cuerpopuro;Metalliviano;3;4;2;3;2;3;17;17;Suave
0376_1;#0376;Metagross;Hoenn;Beldum;Avanzada;Master;Acero;Psiquico;Cuerpopuro;Cuerpopuro;Metalliviano;5;5;3;3;2;3;19;21;Normal
0376_2;#0376;Metagross;Mega;Beldum;Mega;Legend;Acero;Psiquico;Garradura;Garradura;Garradura;5;6;4;4;4;3;25;26;Fugaz
0377_1;#0377;Regirock;Hoenn;Regirock;Legendario;Legend;Roca;Roca;Cuerpopuro;Cuerpopuro;Robustez;4;8;2;4;2;3;25;23;Suave
0378_1;#0378;Regice;Hoenn;Regice;Legendario;Legend;Hielo;Hielo;Cuerpopuro;Cuerpopuro;Gelido;2;4;4;8;2;3;25;23;Suave
0379_1;#0379;Registeel;Hoenn;Registeel;Legendario;Legend;Acero;Acero;Cuerpopuro;Cuerpopuro;Metalliviano;3;6;3;6;2;3;25;23;Suave
0380_1;#0380;Latias;Hoenn;Latias;Legendario;Legend;Dragon;Psiquico;Levitacion;Levitacion;Levitacion;3;3;4;5;4;3;25;22;Fugaz
0380_2;#0380;Latias;Mega;Latias;Mega;Legend;Dragon;Psiquico;Levitacion;Levitacion;Levitacion;4;4;5;6;4;3;25;26;Fugaz
0381_1;#0381;Latios;Hoenn;Latios;Legendario;Legend;Dragon;Psiquico;Levitacion;Levitacion;Levitacion;3;3;5;4;4;3;25;22;Fugaz
0381_2;#0381;Latios;Mega;Latios;Mega;Legend;Dragon;Psiquico;Levitacion;Levitacion;Levitacion;5;4;6;4;4;3;25;26;Fugaz
0382_1;#0382;Kyogre;Hoenn;Kyogre;Legendario;Legend;Agua;Agua;Llovizna;Llovizna;Llovizna;4;3;6;5;3;4;28;25;Normal
0382_2;#0382;Kyogre;Regresion Primigenia;Kyogre;Legendario;Legend;Agua;Agua;Mardelalbor;Mardelalbor;Mardelalbor;6;3;7;6;3;4;28;29;Normal
0383_1;#0383;Groudon;Hoenn;Groudon;Legendario;Legend;Tierra;Tierra;Sequia;Sequia;Sequia;6;5;4;3;3;4;28;25;Normal
0383_2;#0383;Groudon;Regresion Primigenia;Groudon;Legendario;Legend;Tierra;Fuego;Tierradelocaso;Tierradelocaso;Tierradelocaso;7;6;6;3;3;4;28;29;Normal
0384_1;#0384;Rayquaza;Hoenn;Rayquaza;Legendario;Legend;Dragon;Volador;Esclusadeaire;Esclusadeaire;Esclusadeaire;6;3;6;3;3;4;28;25;Normal
0384_2;#0384;Rayquaza;Mega;Rayquaza;Mega;Legend;Dragon;Volador;Rafagadelta;Rafagadelta;Rafagadelta;7;4;7;4;4;4;28;30;Fugaz
0385_1;#0385;Jirachi;Hoenn;Jirachi;Legendario;Legend;Acero;Psiquico;Dicha;Dicha;Dicha;4;4;4;4;4;4;28;24;Fugaz
0386_1;#0386;Deoxys;Forma Defensa;Deoxys;Legendario;Legend;Psiquico;Psiquico;Presion;Presion;Presion;2;6;2;6;3;3;25;22;Normal
0386_2;#0386;Deoxys;Forma Velocidad;Deoxys;Legendario;Legend;Psiquico;Psiquico;Presion;Presion;Presion;3;3;3;3;7;3;25;22;Rapido
0386_3;#0386;Deoxys;Forma Normal;Deoxys;Legendario;Legend;Psiquico;Psiquico;Presion;Presion;Presion;6;2;6;2;6;3;25;25;Fugaz
0386_4;#0386;Deoxys;Forma Ataque;Deoxys;Legendario;Legend;Psiquico;Psiquico;Presion;Presion;Presion;7;1;7;1;6;3;25;25;Fugaz
0387_1;#0387;Turtwig;Sinnoh;Turtwig;Basico;Begginer;Planta;Planta;Espesura;Espesura;Caparazon;2;2;1;2;1;3;13;11;Lento
0388_1;#0388;Grotle;Sinnoh;Turtwig;Evolucion;Amateur;Planta;Planta;Espesura;Espesura;Caparazon;3;3;2;2;1;3;15;14;Lento
0389_1;#0389;Torterra;Sinnoh;Turtwig;Avanzada;Master;Planta;Tierra;Espesura;Espesura;Caparazon;4;4;3;3;2;3;19;19;Suave
0390_1;#0390;Chimchar;Sinnoh;Chimchar;Basico;Begginer;Fuego;Fuego;Marllamas;Marllamas;Golpeferreo;2;1;2;1;2;2;10;10;Suave
0391_1;#0391;Monferno;Sinnoh;Chimchar;Evolucion;Amateur;Fuego;Lucha;Marllamas;Marllamas;Golpeferreo;3;2;3;2;3;3;15;16;Normal
0392_1;#0392;Infernape;Sinnoh;Chimchar;Avanzada;Master;Fuego;Lucha;Marllamas;Marllamas;Golpeferreo;4;2;4;2;4;3;19;19;Rapido
0393_1;#0393;Piplup;Sinnoh;Piplup;Basico;Begginer;Agua;Agua;Torrente;Torrente;Tenacidad;2;2;2;2;1;3;13;12;Suave
0394_1;#0394;Prinplup;Sinnoh;Piplup;Evolucion;Amateur;Agua;Agua;Torrente;Torrente;Tenacidad;2;2;3;3;2;3;15;15;Suave
0395_1;#0395;Empoleon;Sinnoh;Piplup;Avanzada;Master;Agua;Acero;Torrente;Torrente;Tenacidad;3;3;4;4;2;3;19;19;Suave
0396_1;#0396;Starly;Sinnoh;Starly;Basico;Starter;Normal;Volador;Vistalince;Vistalince;Audaz;2;1;1;1;2;2;8;9;Suave
0397_1;#0397;Staravia;Sinnoh;Starly;Evolucion;Begginer;Normal;Volador;Intimidacion;Intimidacion;Audaz;3;2;1;1;3;3;13;13;Normal
0398_1;#0398;Staraptor;Sinnoh;Starly;Avanzada;Elite;Normal;Volador;Intimidacion;Intimidacion;Audaz;4;2;2;2;4;3;17;17;Rapido
0399_1;#0399;Bidoof;Sinnoh;Bidoof;Inicial;Starter;Normal;Normal;Simple;Ignorante;Veleta;1;1;1;1;1;3;11;8;Lento
0400_1;#0400;Bibarel;Sinnoh;Bidoof;Evolucion;Amateur;Normal;Agua;Simple;Ignorante;Veleta;3;2;2;2;2;3;15;14;Normal
0401_1;#0401;Kricketot;Sinnoh;Kricketot;Basico;Starter;Bicho;Bicho;Mudar;Mudar;Fuga;1;1;1;1;1;2;8;7;Lento
