ID;Movimiento;Tipo;DMG;PP;Tiempo;Atributo;Habilidad;Acc;Efecto;Efecto RPG;CD;Base;Blanco;Prioridad;Distancia;Categoria;Nivel;Moves
M0426;Desarrollo;Normal;-;1/Ronda;;Energia;Naturaleza;-;Aumenta un nivel el Ataque y el Ataque Especial al usuario. En Dia Soleado el aumento es de dos niveles.;;;Otros;Usuario;0;-;-;Starter;Growth
M0427;Deseo;Normal;-;2 Rondas;2 Acciones;Sabiduria;Medicina;0;Recupera PS al Pokemon que se encuentre activo el siguiente turno, sea el usuario u otro, por la mitad del PS maximo del usuario.;El usuario recupera PS equivalente a su Car al final de la siguiente Ronda. Si cambia se recupera al aliado que le reemplaza.;;Otros;Usuario;0;Propio;Curacion;03 Elite [E];Wish
M0428;Deslome;Normal;-;1 cada 2 Rondas;;Vitalidad;Aguante;-;Aumenta dos niveles el Ataque, el Ataque Especial y la Velocidad al usuario. El usuario recibe un daño equivalente al 50% de su PS maximo.;;;Otros;Usuario;0;-;-;Ace;Fillet Away
M0429;Deslumbrar;Normal;-;1/Ronda;;Carisma;Persuacion;+1;Provoca Paralisis.;;;Otros;Elegido;0;-;-;Amateur;Glare
M0430;Destello;Normal;-;1 PP;2 Acciones;Energia;Canalizar;-2;Baja un nivel la Precision al rival.;Reduce -1 ACC;;Otros;Elegido;0;Area (10ft);-;00 Starter [S];Flash
M0431;Destructor;Normal;DB + 1d4 + 1;1 PP;2 Acciones;Destreza;Combatir;1;Ninguno.;-;;Fisico;Elegido;0;Contacto (5ft);-;00 Starter [S];Pound
M0432;Dia de Pago;Normal;DB + 1d4 + 1;1/Ronda;;Destreza;Lanzar;+1;Recolecta dinero tras batallas contra Pokemon salvajes o entrenadores del juego.;;;Fisico;Elegido;0;Rango;-;Begginer;Pay Day
M0433;Divide Dolor;Normal;-;1/Ronda;;Sabiduria;Empatia;-;Suma los PS actuales del usuario y del rival y luego los reparte por igual entre los dos.;;;Otros;Elegido;0;-;-;Amateur;Pain Split
M0434;Doble Bofeton;Normal;DB;1 Ronda;1 Accion;Destreza;Combatir;0;Golpea de 2 a 5 veces seguidas.;Puede usarse consecutivamente;;Fisico;Elegido;0;Contacto (5ft);Recurrente;02 Amateur [A];Double Slap
M0435;Doble Equipo;Normal;-;1 Ronda;1 Accion;Destreza;Acrobacias;0;Aumenta un nivel la Evasion al usuario.;Gana 1 Reaccion adicional para Esquivar;;Otros;Usuario;0;Propio;-;02 Amateur [A];Double Team
M0436;Doble Filo;Normal;DB + 2d6;1 Ronda;2 Acciones;Fuerza;Combatir;1;Provoca un da¤o de retroceso al usuario equivalente al 33% del da¤o provocado al rival.; El Usuario pierde HP equivalente al DB;;Fisico;Elegido;0;Contacto (5ft);Recoil;04 Master [M];Double-Edge
M0437;Doble Golpe;Normal;DB + 1d4;1 Ronda;1 Accion;Destreza;Combatir;-1;Golpea 2 veces seguidas.;Puede usarse hasta 2 veces por Ronda;;Fisico;Elegido;0;Contacto (5ft);Recurrente;02 Amateur [A];Double Hit
M0438;Don Natural;Normal;-;1 cada 2 Rondas;;Destreza;Naturaleza;+1;El tipo y poder del ataque dependen de la Baya equipada, que se consume con el uso. El poder puede ser 60, 70 u 80. La Baya se puede recuperar con Reciclaje.;;;Fisico;Elegido;0;Rango;-;Amateur;Natural Gift
M0439;Dulce Aroma;Normal;-;1/Ronda;;Energia;Naturaleza;+1;Baja un nivel la Evasion al rival.;;;Otros;Oponentes;0;-;-;Begginer;Sweet Scent
M0440;Eco Voz;Normal;DB + 1d4 + 1;1 cada 2 Rondas;;Destreza;Artes;+1;El poder base del movimiento aumenta si es usado de manera consecutiva. Cada uso adicional incrementa en 40 el poder base, maximo 200.;;;Especial;Elegido;0;Rango;Sonido;Begginer;Echoed Voice
M0441;Escupir;Normal;Xd4;1 PP;1 Accion;Destreza;Lanzar;1;Cada contador de Reserva que tenga el usuario (max. 3) suma 100 a su poder base. Resetea los contadores y con ello la mejora en defensas.;El Dmg de este movimiento aumenta 2d4 por cada punto Reserva acomulado, resetea los Puntos;;Especial;Elegido;0;Lanzar (25 ft);-;02 Amateur [A];Spit Up
M0442;Esfuerzo;Normal;Xd4;1 Ronda;2 Acciones;Vitalidad;Atletismo;1;Causa da¤o equivalente a la diferencia entre el PS actual del rival y del usuario. No aplica resistencias, pero no afecta a Fantasma.;El Dmg de este movimiento aumenta 1d4 por cada punto de PS adicional del Blanco contra el PS del Usuario  (Max 5d4);;Fisico;Elegido;0;Contacto (5ft);Creciente;03 Elite [E];Endeavor
M0443;Esquema;Normal;-;1/Dia;;Destreza;Artes;-;Copia el ultimo movimiento intentado por el rival de manera permanente, de manera que ocupara la posicion de este movimiento incluso tras terminar la batalla.;;;Otros;Elegido;0;-;-;Starter;Sketch
M0444;Estimulo;Normal;DB + 1d8;1 cada 2 Rondas;;Destreza;Combate;+1;El poder base se duplica si golpea a un Pokemon paralizado, curandole la paralisis.;;;Fisico;Elegido;0;Contacto;-;Amateur;Smelling Salts
M0445;Estruendo;Normal;DB + 3d4;1 Ronda;2-3 Acciones;Carisma;Canalizar;-2;Ninguno.;-;;Especial;Area;0;Area (10ft);Sonido;04 Master [M];Boomburst
M0446;Estrujon;Normal;Xd4;2 Rondas;2 Acciones;Fuerza;Atletismo;1;El poder del movimiento es mayor cuanto mas PS le quede al rival. El poder base sera: 1 + (PS Actual Rival / PS Maximo Rival) x 120 (max. 121).;El Dmg de este movimiento disminuye en 1d4 por cada punto de PS perdido por el Blanco, iniciando en 5d4;;Especial;Elegido;0;Contacto (5ft);-;03 Elite [E];Wring Out
M0447;Explosion;Normal;DB + 3d6;1 cada 3 Rondas;;Fuerza;Canalizar;+1;El usuario cae debilitado tras usar este movimiento. El movimiento fallara si su objetivo desaparece.;;;Fisico;Area;0;Area;Letal;Ace;Explosion
M0448;Falso Tortazo;Normal;DB + 1d4 + 1;2/Ronda;;Destreza;Combate;+1;Deja al rival con al menos 1 PS.;;;Fisico;Elegido;0;Contacto;-;Begginer;False Swipe
M0449;Fijar Blanco;Normal;-;2 Rondas;1 Accion;Sabiduria;Percepcion;0;El siguiente movimiento que utilice el Pokemon no fallara.;Aumenta +6 ACC al siguiente movimiento del usuario;;Otros;Usuario;0;-;-;03 Elite [E];Lock-On
M0450;Foco;Normal;-;1 cada 2 Rondas;;Carisma;Artes;-;En batallas multiples, los ataques que usen los otros Pokemon ese turno golpearan al Pokemon objetivo, ignorando la eleccion de su entrenador. No afecta a los ataques varios objetivos.;;;Otros;Aliado;4;-;-;Starter;Spotlight
M0451;Foco Energia;Normal;-;1 PP;2 Acciones;Sabiduria;Canalizar;0;Aumenta la probabilidad de que el Pokemon haga Golpe Critico.;Reduce el valor de critico en 1 para todos los movimientos 5 Rondas;;Otros;Usuario;0;Propio;-;00 Starter [S];Focus Energy
M0452;Fortaleza;Normal;-;1/Ronda;;Vitalidad;Naturaleza;-;Aumenta un nivel la Defensa al usuario.;;;Otros;Usuario;0;-;-;Starter;Harden
M0453;Frustracion;Normal;Xd4;1 Ronda;2 Acciones;Destreza;Combatir;1;Su poder base depende de la Infelicidad del Pokemon, entre 0 y 102.;El Dmg de este movimiento aumenta 1d4 por cada punto de lealtad del Usuario;;Fisico;Elegido;0;Contacto (5ft);-;02 Amateur [A];Frustration
M0454;Fuerza;Normal;DB + 1d8;1 Ronda;2 Acciones;Fuerza;Combatir;1;Ninguno.;-;;Fisico;Elegido;0;Contacto (5ft);-;02 Amateur [A];Strength
M0455;Furia;Normal;DB + 1d4;1 PP;2 Acciones;Destreza;Combatir;1;Aumenta un nivel el Ataque al usuario si este es golpeado entre que usa este movimiento y el siguiente.;Aumenta +1 FUE por cada rival que le cause Dmg hasta la siguiente ronda. El aumento se pierde si usa otro movimiento.;;Fisico;Elegido;0;Contacto (5ft);-;01 Beginner [B];Rage
M0456;Furia Taurina;Normal;DB + 2d4;1 cada 2 Rondas;;Destreza;Combate;+1;Destruye Pantalla de Luz, Reflejo y Velo Aurora, incluso si falla. Su tipo es Lucha, Fuego o Agua si el usuario es de Variedad Combatiente, Variedad Ardiente o Variedad Acuatica respectivamente.;;;Fisico;Elegido;0;Contacto;-;Amateur;Raging Bull
M0457;Garra Brutal;Normal;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;0;50% de reducir un nivel la Defensa al rival.;"CD 10 de Reducir -1 VIT
/r [[1d20]]";CD 10;Fisico;Elegido;0;Contacto (5ft);-;03 Elite [E];Crush Claw
M0458;Gigaimpacto;Normal;DB + 3d4;1 cada 3 Rondas;;Fuerza;Combate;-1;Impide al usuario usar un movimiento o ser intercambiado en el siguiente turno.;;;Fisico;Elegido;0;Contacto;Letal;Ace;Giga Impact
M0459;Giro Rapido;Normal;DB + 1d4;1 PP;2 Acciones;Destreza;Acrobacias;1;Aumenta un nivel la Velocidad al usuario. Elimina los efectos de Puas, Puas Toxicas, Trampa Rocas, Drenadoras y pseudo-trampas.;Aumenta +1 DES.  Elimina las trampas y restricciones en el campo.;;Fisico;Elegido;0;Contacto (5ft);-;00 Starter [S];Rapid Spin
M0460;Golpe Cabeza;Normal;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;1;30% de hacer retroceder al rival.;"CD 14 de causar Retroceso.
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);Retroceso;02 Amateur [A];Headbutt
M0461;Golpe Cuerpo;Normal;DB + 2d4;1 Ronda;2 Acciones;Destreza;Combatir;1;30% de paralizar al rival.;"CD 14 de Paralizar al rival.
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);Paralisis;02 Amateur [A];Body Slam
M0462;Golpes Furia;Normal;DB;1 Ronda;1 Accion;Destreza;Combatir;0;Golpea de 2 a 5 veces seguidas.;Puede usarse consecutivamente;;Fisico;Elegido;0;Contacto (5ft);Recurrente;02 Amateur [A];Fury Swipes
M0463;Gruñido;Normal;-;2/Ronda;;Carisma;Artes;+1;Baja un nivel el Ataque al rival.;;;Otros;Oponentes;0;-;"¤; Sonido";Starter;Growl
M0464;Guardia Baja;Normal;DB + 1d8;1/Ronda;;Destreza;Combate;+1;Ignora los modificadores de stats del Pokemon objetivo.;;;Fisico;Elegido;0;Contacto;-;Amateur;Chip Away
M0465;Guillotina;Normal;DB + 3d6;1 cada 3 Rondas;;Destreza;Combate;-5;Puede debilitar al Pokemon rival de un solo golpe.;;;Fisico;Elegido;0;Contacto;Letal;Ace;Guillotine
M0466;Hipercolmillo;Normal;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;-1;10% de hacer retroceder al rival.;"CD 18 de causar Retroceso
/r [[1d20]]";CD 18;Fisico;Elegido;0;Contacto (5ft);"Mordisco; Retroceso";01 Beginner [B];Hyper Fang
M0467;Hiperrayo;Normal;DB + 3d4;1 cada 3 Rondas;;Energia;Canalizar;-1;Impide al usuario usar un movimiento o ser intercambiado en el siguiente turno.;;;Especial;Elegido;0;Rango;Letal;Ace;Hyper Beam
M0468;Hipertaladro;Normal;DB + 1d6 + 2;1 cada 3 Rondas;;Destreza;Combate;+1;Golpea aunque el rival use Proteccion, Deteccion, Vastaguardia o Anticipo ese turno, los cuales se ven anulados.;;;Fisico;Elegido;0;Contacto;-;Amateur;Hyper Drill
M0469;Hora del Te;Normal;-;1 cada 2 Rondas;;Sabiduria;Persuacion;-;Todos los Pokemon en combate se comen su Baya equipada.;;;Otros;Area;0;-;-;Begginer;Teatime
M0470;Imagen;Normal;DB + 1d8;1/Ronda;;Destreza;Combate;+1;El poder base se duplica si el usuario esta Quemado, Paralizado o Envenenado.;;;Fisico;Elegido;0;Contacto;-;Amateur;Facade
M0471;Latigo;Normal;-;1/Ronda;;Carisma;Artes;+1;Baja un nivel la Defensa al rival.;;;Otros;Oponentes;0;-;-;Starter;Tail Whip
M0472;Limpieza General;Normal;-;1 cada 2 Rondas;;Destreza;Persuacion;-;Aumenta un nivel el Ataque y la Velocidad al usuario. Elimina los efectos de Puas, Puas Toxicas, Trampa Rocas, Drenadoras y pseudo-trampas.;;;Otros;Campo;0;-;-;Begginer;Tidy Up
M0473;Luna Roja;Normal;DB + 3d4;1 cada 3 Rondas;;Energia;Canalizar;+1;El usuario no puede usar este ataque dos veces seguidas.;;;Especial;Elegido;0;Rango;-;Ace;Blood Moon
M0474;Mal de Ojo;Normal;-;1 Ronda;2 Acciones;Carisma;Etiqueta;0;Impide al rival ser intercambiado, salvo usando Relevo, Ida y Vuelta, Voltiocambio o ultima Palabra, o si tiene Muda Concha o Boton Escape.;Bloquea al Blanco.;;Otros;Elegido;0;Lanzar (25 ft);Prision;02 Amateur [A];Mean Look
M0475;Malicioso;Normal;-;1/Ronda;;Carisma;Persuacion;+1;Baja un nivel la Defensa al rival.;;;Otros;Oponentes;0;-;-;Starter;Leer
M0476;Megapatada;Normal;DB + 2d6;2 Rondas;2 Acciones;Destreza;Combatir;-3;Ninguno.;-;;Fisico;Elegido;0;Contacto (5ft);-;02 Amateur [A];Mega Kick
M0477;Megapuño;Normal;DB + 1d8;1 PP;2 Acciones;Destreza;Combatir;-2;Ninguno.;-;;Fisico;Elegido;0;Contacto (5ft);"¤; Puño";02 Amateur [A];Mega Punch
M0478;Meteorobola;Normal;DB + 1d6;1 Ronda;2 Acciones;Destreza;Naturaleza;1;Su tipo sera Agua en Llovizna, Fuego en Dia Soleado, Hielo en Granizo o Roca en Tormenta de Arena. El clima duplica su poder base.;"Cambia de tipo dependiendo del clima, y realiza Dmg adicional
/r [[1d6]]";;Especial;Elegido;0;Lanzar (25 ft);Proyectil;01 Beginner [B];Weather Ball
M0479;Meteoros;Normal;DB + 1d6 + 1;1 PP;2 Acciones;Destreza;Canalizar;5;Siempre golpea.;-;;Especial;Oponentes;0;Cono (15 ft);-;01 Beginner [B];Swift
M0480;Metronomo;Normal;-;1 cada 2 Rondas;;Sabiduria;Canalizar;-;Usa un movimiento al azar.;;;Otros;Elegido;0;Varia;-;Begginer;Metronome
M0481;Mimetico;Normal;-;1 cada 2 Rondas;;Carisma;Empatia;-;Este movimiento se ve sustituido por el ultimo ataque utilizado por el Pokemon rival (con 5 PP) por el resto de la batalla o hasta su intercambio.;;;Otros;Elegido;0;-;-;Amateur;Mimic
M0482;Multiataque;Normal;DB + 2d6;1 cada 2 Rondas;;Destreza;Combate;+1;El tipo del ataque depende de la Memoria equipada.;;;Fisico;Elegido;0;Contacto;-;Pro;Multi-Attack
M0483;Ofrenda;Normal;-;1 Ronda;2 Acciones;Carisma;Etiqueta;0;El usuario traspasa su objeto al Pokemon objetivo, siempre que este no tenga ninguno.; El usuario entega su objeto al Pokemon objetivo, siempre que este no tenga ninguno.;;Otros;Elegido;0;Lanzar (25 ft);-;00 Starter [S];Bestow
M0484;Ojos Llorosos;Normal;-;1/Ronda;;Carisma;Persuacion;-;Baja un nivel el Ataque y el Ataque Especial al rival.;;;Otros;Elegido;0;-;-;Begginer;Tearful Look
M0485;Onda Simple;Normal;-;1 cada 2 Rondas;;Sabiduria;Empatia;+1;Cambia la habilidad del rival a Simple hasta que sea intercambiado.;;;Otros;Elegido;0;-;-;Ace;Simple Beam
M0486;Otra Vez;Normal;-;2 Rondas;2 Acciones;Carisma;Empatia;1;El Pokemon objetivo queda obligado a usar el ultimo movimiento que haya usado durante 3 turnos.;El Blanco debe repetir llas mismas acciones usadas anteriormente en su siguiente ronda;;Otros;Elegido;0;Lanzar (25 ft);-;02 Amateur [A];Encore
M0487;Ovocuracion;Normal;-;2 Rondas;2 Acciones;Carisma;Cocinar;0;El usuario recupera el 50% de su PS maximo.;El usuario recupera PS equivalente a su Car.;;Otros;Elegido;0;Propio;Curacion;03 Elite [E];Soft-Boiled
M0488;Pantalla de Humo;Normal;-;1/Ronda;;Energia;Sigilo;+1;Baja un nivel la Precision al rival.;;;Otros;Elegido;0;-;-;Starter;Smokescreen
M0489;Perforador;Normal;DB + 3d6;1 cada 3 Rondas;;Fuerza;Combate;-5;Puede debilitar al Pokemon rival de un solo golpe.;;;Fisico;Elegido;0;Contacto;Letal;Ace;Horn Drill
M0490;Pisoton;Normal;DB + 1d6 + 1;1 PP;2 Acciones;Destreza;Combatir;1;30% de hacer retroceder al rival. Golpea a Pokemon que han usado Reduccion con el doble de poder base e ignorando su Evasion.;"CD 14 de causar Retroceso. Siempre es Critico si el objetivo ha usado Reduccion.
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);Retroceso;01 Beginner [B];Stomp
M0491;Placaje;Normal;DB + 1d4 + 1;1 PP;2 Acciones;Destreza;Combatir;1;Ninguno.;-;;Fisico;Elegido;0;Contacto (5ft);-;00 Starter [S];Tackle
M0492;Plegaria Vital;Normal;-;1 Dia;3 Acciones;Carisma;Medicina;0;Revive a un Pokemon aliado y recupera el 50% de su PS maximo.;El Blanco recupera PS equivalente a su Car y le reanima.;;Otros;Aliado;0;Lanzar (25 ft);Curacion;05 Legend [L];Revival Blessing
M0493;Plumerazo;Normal;DB + 1d4;1 Ronda;1 Accion;Destreza;Combatir;-1;Golpea de 2 a 5 veces seguidas.;Puede usarse consecutivamente;;Fisico;Elegido;0;Contacto (5ft);Recurrente;02 Amateur [A];Tail Slap
M0494;Poder Oculto;Normal;DB + 1d6 + 1;1 cada 2 Rondas;;Energia;Canalizar;+1;Este movimiento tiene un tipo variable y un poder base variable entre 30 y 70, dependiendo de los IV?s del usuario.;;;Especial;Elegido;0;Rango;-;Begginer;Hidden Power
M0495;Presente;Normal;Xd4;1 PP;2 Acciones;Carisma;Empatia;-1;25% de recuperar 80 PS al usuario, 25% de golpear con 40 de poder, 25% de golpear con 80 de poder, 25% de golpear con 120 de poder.;"El Dmg realizado por este movimiento varia segun el valor del dado, ignorando Defensas:
/r 1d6
1: El Blanco se cura 1PS
2-3: Dmg = 1
4-5: Dmg = 2
6: Dmg = 4";;Fisico;Elegido;0;Lanzar (25 ft);-;00 Starter [S];Present
M0496;Profecia;Normal;-;2/Ronda;;Sabiduria;Percepcion;-;Hasta el intercambio o derrota del rival, su Evasion y tu Precision no pueden ser modificados. Si el rival es de tipo Fantasma, no es inmune a ataques de tipo Normal o Lucha.;;;Otros;Elegido;0;-;-;Begginer;Foresight
M0497;Proliferacion;Normal;DB + 1d4;1 Ronda;1 Accion;Destreza;Combatir;-1;Golpea de 1 a 10 veces seguidas.;Puede usarse consecutivamente;;Fisico;Elegido;0;Contacto (5ft);"Corte; Recurrente";02 Amateur [A];Population Bomb
M0498;Proteccion;Normal;-;4 PP;Reaccion;Vitalidad;Atletismo;0;Evita todo da¤o directo y efectos de movimientos del rival.;Evita todo Dmg directo y efectos de movimientos del rival.;;Otros;Usuario;4;Propio;Escudo;02 Amateur [A];Protect
M0499;Pulso de Campo;Normal;DB + 1d6;1 cada 2 Rondas;;Destreza;Naturaleza;+1;El tipo del ataque depende del campo activo. El poder base se duplica si hay un campo activo.;;;Especial;Elegido;0;Rango;Pulso;Amateur;Terrain Pulse
M0500;Puño Cometa;Normal;DB;1 Ronda;1 Accion;Destreza;Combatir;0;Golpea de 2 a 5 veces seguidas.;Puede usarse consecutivamente;;Fisico;Elegido;0;Contacto (5ft);"¤; Puño; Recurrente";02 Amateur [A];Comet Punch
M0501;Puño Mareo;Normal;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;1;20% de confundir al rival.;"CD 16 de confundir al rival
/r [[1d20]]";CD 16;Fisico;Elegido;0;Contacto (5ft);"¤; Puño";02 Amateur [A];Dizzy Punch
M0502;Rastreo;Normal;-;2/Ronda;;Sabiduria;Percepcion;-;Hasta el intercambio o derrota del rival, su Evasion y tu Precision no pueden ser modificados. Si el rival es de tipo Fantasma, no es inmune a ataques de tipo Normal o Lucha.;;;Otros;Elegido;0;-;-;Begginer;Odor Sleuth
M0503;Reciclaje;Normal;-;1 cada 2 Rondas;;Vitalidad;Naturaleza;-;El usuario recupera el objeto equipado que haya consumido o perdido por Picadura, Lanzamiento, Don Natural o Picoteo.;;;Otros;Usuario;0;-;-;Begginer;Recycle
M0504;Recuperacion;Normal;-;2 Rondas;2 Acciones;Energia;Medicina;0;El usuario recupera el 50% de su PS maximo.;El usuario recupera PS equivalente a su Car.;;Otros;Usuario;0;Propio;Curacion;03 Elite [E];Recover
M0505;Reduccion;Normal;-;1 cada 2 Rondas;;Energia;Sigilo;-;Aumenta dos niveles la Evasion. El Pokemon recibe el doble de daño de Pisoton y Rodillo de Puas, que no ven reducida su precision.;;;Otros;Usuario;0;-;-;Starter;Minimize
M0506;Refuerzo;Normal;-;1/Ronda;;Destreza;Empatia;-;En batallas multiples, el ataque que use su compañero ese turno vera aumentado su poder base en un 50%.;;;Otros;Aliado;6;-;-;Begginer;Helping Hand
M0507;Relajo;Normal;-;2 Rondas;2 Acciones;Vitalidad;Medicina;0;El usuario recupera el 50% de su PS maximo.;El usuario recupera PS equivalente a su Car.;;Otros;Usuario;0;Propio;Curacion;03 Elite [E];Slack Off
M0508;Relevo;Normal;-;2/Ronda;;Energia;Empatia;-;El Pokemon usuario es intercambiado por otro Pokemon del equipo a elegir, conservando ciertos modificadores y estados.;;;Otros;Usuario;0;-;-;Begginer;Baton Pass
M0509;Remolino;Normal;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Naturaleza;0;El Pokemon rival es intercambiado por otro al azar del entrenador rival. Si es salvaje, huira.;Cualquier objetivo en rango es empujado 40 pies, y se reduce 5 pies por VIT del objetivo.;;Especial;Area;-3;Area (10ft);-;01 Beginner [B];Whirlwind
M0510;Represalia;Normal;DB + 1d8;1 cada 3 Rondas;;Destreza;Combate;+1;Si un compañero ha caido debilitado el turno anterior, su poder base se dobla.;;;Fisico;Elegido;0;Contacto;-;Begginer;Retaliate
M0511;Reserva;Normal;-;1 PP;2 Acciones;Sabiduria;Naturaleza;0;El usuario suma un contador de Reserva (max. 3). Aumentan  un nivel la Defensa y Defensa Especial del usuario. Pueden ser pasados mediante Relevo y usados con Escupir y Tragar.;Acomulado un punto Reserva, aumenta +1 VIT y SAB por cada punto (max 3);;Otros;Usuario;0;Propio;Creciente;01 Beginner [B];Stockpile
M0512;Restriccion;Normal;DB;1 PP;2 Acciones;Destreza;Atletismo;1;10% de reducir un nivel la Velocidad al rival.;"CD 18 de Reducir -1 DES
/r [[1d20]]";CD 18;Fisico;Elegido;0;Contacto (5ft);-;00 Starter [S];Constrict
M0513;Retribucion;Normal;Xd4;1 Ronda;2 Acciones;Destreza;Combatir;1;Su poder base depende de la Felicidad del Pokemon, entre 0 y 102.;El Dmg de este movimiento aumenta 1d4 por cada punto de felicidad del Usuario;;Fisico;Elegido;0;Contacto (5ft);-;02 Amateur [A];Return
M0514;Rizo Defensa;Normal;-;2/Ronda;;Vitalidad;Aguante;-;Aumenta un nivel la Defensa al usuario. Duplica el poder base de Desenrollar y Bola Hielo.;;;Otros;Usuario;0;-;-;Starter;Defense Curl
M0515;Rompecoraza;Normal;-;1 cada 2 Rondas;;Fuerza;Aguante;-;Aumenta dos niveles el Ataque, el Ataque Especial y la Velocidad del usuario, pero reduce un nivel su Defensa y Defensa Especial.;;;Otros;Usuario;0;-;-;Ace;Shell Smash
M0516;Ronquido;Normal;DB + 1d6;1 Ronda;2 Acciones;Energia;Presentar;1;30% de hacer retroceder al rival. Solo puede ser utilizado cuando el Pokemon esta dormido.;"CD 14 de causar Retroceso. Solo sirve si el usuario se encuentra Dormido
/r [[1d20]]";CD 14;Especial;Oponentes;0;Cono (15 ft);"Sonido; Retroceso";02 Amateur [A];Snore
M0517;Rugido;Normal;DB + 1d6 + 1;1 Ronda;2 Acciones;Carisma;Etiqueta;0;El Pokemon rival es intercambiado por otro al azar del entrenador rival. Si es salvaje, huira.;Cualquier objetivo en rango es empujado 40 pies, y se reduce 5 pies por SAB del objetivo.;;Especial;Area;-3;Cono (15 ft);Sonido;02 Amateur [A];Roar
M0518;Rugido de Guerra;Normal;-;1 PP;2 Acciones;Carisma;Etiqueta;1;Baja un nivel el Ataque y el Ataque Especial al rival.;Reduce -1 Fue y Ene;;Otros;Oponentes;0;Area (10ft);Sonido;01 Beginner [B];Noble Roar
M0519;Salpicadura;Normal;-;2/Ronda;;Destreza;Acrobacia;-;No hace nada.;;;Otros;Usuario;0;-;-;Starter;Splash
M0520;Saña;Normal;DB + 2d6;1 cada 2 Rondas;;Fuerza;Combate;+1;El usuario golpea con este ataque durante 2 o 3 turnos sin poder ser intercambiado, tras lo cual pasa a estar confundido.;;;Fisico;Aleatorio;0;Contacto;¤;Ace;Thrash
M0521;Seduccion;Normal;-;1/Ronda;;Carisma;Persuacion;+1;Si el rival es del genero opuesto, baja dos niveles su Ataque Especial.;;;Otros;Oponentes;0;-;-;Amateur;Captivate
M0522;Sentencia;Normal;DB + 1d6 + 2;1 cada 2 Rondas;;Sabiduria;Persuacion;+1;El tipo del ataque depende de la Tabla equipada.;;;Especial;Elegido;0;Rango;-;Pro;Judgment
M0523;Señuelo;Normal;-;1/Ronda;;Carisma;Persuacion;-;En batallas multiples, los ataques que usen los Pokemon rivales ese turno golpearan al usuario, ignorando la eleccion de su entrenador. No afecta a los ataques varios objetivos.;;;Otros;Usuario;3;-;¤;Begginer;Follow Me
M0524;Sol Matinal;Normal;-;2 Rondas;2 Acciones;Vitalidad;Medicina;0;El usuario recupera 66.6% PS en Dia Soleado, 50% PS si no hay clima, y 25% en Llovizna, Granizo o Tormenta de Arena.;El usuario recupera PS equivalente a su Car. Adicional, si el clima es Soleado cura 2 puntos adicionales, y -2 en otro clima;;Otros;Usuario;0;Propio;"Curacion; Clima";03 Elite [E];Morning Sun
M0525;Sonambulo;Normal;-;1 cada 2 Rondas;;Sabiduria;Artes;-;El usuario utiliza uno de sus movimientos al azar mientras esta dormido.;;;Otros;Aleatorio;0;-;-;Begginer;Sleep Talk
M0526;Sorpresa;Normal;DB + 1d4 + 1;1 Ronda;Reaccion;Destreza;Acrobacias;1;100% de hacer retroceder al rival. Golpea primero. Solo puede ser utilizado con exito el primer turno de ataque del usuario tras ser intercambiado.;Causa Retroceso al Rival;;Fisico;Elegido;4;Contacto (5ft);Retroceso;00 Starter [S];Fake Out
M0527;Superdiente;Normal;2;1 Ronda;2 Acciones;Destreza;Combatir;-1;Causa un da¤o equivalente a la mitad del PS que le queda al Pokemon rival.;El movimiento hiere directamente al rival ignorando Defensas, aplica Debilidad o Resistencia;;Fisico;Elegido;0;Contacto (5ft);-;02 Amateur [A];Super Fang
M0528;Supersonico;Normal;-;1/Ronda;;Carisma;Artes;-4;Provoca Confusion.;;;Otros;Elegido;0;-;Sonido;Starter;Supersonic
M0529;Sustituto;Normal;-;1 Ronda;3 Acciones;Destreza;Sigilo;0;Crea un Sustituto con el 25% del PS maximo del usuario.;Recibiendo un Dmg equivalente a su CAR. Genera un doble con vida equivalente su CAR el cual imita los movimientos del usuario y recibe cualquier Dmg dirigido al mismo hasta romperse, s¢lo el sustituto recibe Dmgs dentro de un rango de efecto. Los movimientos de sonido impactan siempre al Usuario directamente.;;Otros;Usuario;0;Corta (10ft);-;02 Amateur [A];Substitute
M0530;Tambor;Normal;-;1 Ronda;3 Acciones;Carisma;Presentar;0;Aumenta seis niveles el Ataque al usuario, que pierde la mitad de su PS maximo. Si el usuario tiene 50% de PS o menos, el movimiento falla.;Recibiendo un Dmg equivalente al 50% de su vida maxima. Aumenta  +4 FUE;;Otros;Usuario;0;-;-;02 Amateur [A];Belly Drum
M0531;Tecno Shock;Normal;DB + 2d6;1 cada 3 Rondas;;Destreza;Canalizar;+1;El tipo del ataque depende de la ROM equipada.;;;Especial;Elegido;0;Rango;Letal;Pro;Techno Blast
